Atty GenI consultant exp adj,10998.00kWh X $\$ 0.00002$,$\$ 0.22$
Storm recovery adjustment,10998.00kWh X $\$ 0.00218$,$\$ 23.98$
Exogenous Cost Adjustment,10998.00kWh X $\$ 0.00070$,$\$ 7.70$
Revenue Decoupling Adj,10998.00kWh X $\$ 0.00212$,$\$ 23.32$
Lng-Trm Rnwbl Contr Adj,10998.00kWh X $\$$-0.00306$,$-\$ 33.65$
Vegetation Management,10998.00kWh X $\$ 0.00089$,$\$ 9.79$
Solar Expansion Charge,10998.00kWh X $\$-0.00027$,$-\$ 2.97$
Grid Modernization Charge,10998.00kWh X $\$ 0.00130$,$\$ 14.30$
Tax Act Credit,10998.00kWh X $\$-0.00113$,$-\$ 12.43$
Distributed Solar Charge,10998.00kWh X $\$ 0.00327$,$\$ 35.96$
Advanced Meter Infrastructure,10998.00kWh X $\$ 0.00222$,$\$ 24.42$
Subtotal Delivery Services,,"$\$ 1,051.08$"
Total Cost of Electricity,,"$\$ 2,485.22$"
