Details of Gas Charges,
11/23/2022 - 12/22/2022 (30 billing days),
Service For: 400 E REMINGTON DR,
Service Agreement ID: 4134614900 HSE MTR BLDG B,
Rate Schedule: GM X Master-Metered Multi-Family Service,
Number of Dwelling Units: 19,
11/23/2022 - 11/30/2022,
Tier 1 Allowance,101.84000 Therm
Tier 1 Usage,94.400000 Therm
Gas PPP Surcharge (\$0.10346 /Therm),
Sunnyvale Utility Users' Tax (2.000\%),
Tier 1 Allowance,321.86000 Therm
Tier 1 Usage,259.600000 Therm
Gas PPP Surcharge (\$0.10346 /Therm),
Sunnyvale Utility Users' Tax (2.000\%),
,$\$ 878.10$
