Account Name,Service Address,City,State,Zip,Utility,Utility Account \#,Rate Class \#
"Pangea Ventures, LLC",500 S LARAME BLDG,CHICAGO,IL,60644,Peoples,0600667632-00093,Choice
"Pangea Ventures, LLC",7956 S BURNHAM AVE BLDG,CHICAGO,IL,60617,Peoples,0610877223-02983,Choice
"Pangea Ventures, LLC",8040 S VERNON AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02259,Choice
"Pangea Ventures, LLC",7715 SOUTHSHORE DRIVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-02558,Choice
"Pangea Ventures, LLC",7151 S INDIANA BLDG,CHICAGO,IL,60619,Peoples,0608299543-00014,Choice
"Pangea Ventures, LLC",6228 S KINGDR BLDG,CHICAGO,IL,60637,Peoples,0612059452-00004,Choice
"Pangea Ventures, LLC",6626 S WABASH AVE BLDG,CHICAGO,IL,60637,Peoples,0610877223-02678,Choice
"Pangea Ventures, LLC",7102 S LUELIA AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-02621,Choice
"Pangea Ventures, LLC",1931 S HOMAN BLDG,CHICAGO,IL,60623,Peoples,0610877223-02657,Choice
"Pangea Ventures, LLC",148 LA CROSSE AVE BLDG,CHICAGO,IL,60644,Peoples,0610877223-02995,Choice
"Pangea Ventures, LLC",8055 S MARSHFIELD BLDG,CHICAGO,IL,60620,Peoples,0606647085-00004,Choice
"Pangea Ventures, LLC",543 W 74TH ST BLDG,CHICAGO,IL,60621,Peoples,0608299543-00015,Choice
"Pangea Ventures, LLC",7925 S PHILLIPS AVE BLDG,CHICAGO,IL,60617,Peoples,0610877223-01472,Choice
"Pangea Ventures, LLC",1236 S LAWNDALE BLDG,CHICAGO,IL,60623,Peoples,0610877223-00167,Choice
"Pangea Ventures, LLC",7136 S EXCHANGE AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-04435,Choice
"Pangea Ventures, LLC",7941 S MARQUITTE AVE BLDG,CHICAGO,IL,60617,Peoples,0600667672-00022,Choice
"Pangea Ventures, LLC",7800 S KINGSTON AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-02625,Choice
"Pangea Ventures, LLC",8256 S LOOMIS BLVD BLDG,CHICAGO,IL,60620,Peoples,0610877223-00540,Choice
"Pangea Ventures, LLC",7110 S RIDGILAND AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-02580,Choice
"Pangea Ventures, LLC",7241 S PHILLIPS BLDG,CHICAGO,IL,60649,Peoples,0610877223-02615,Choice
"Pangea Ventures, LLC",7135 S YATES BLVD BSMT,CHICAGO,IL,60649,Peoples,0610877223-02820,Choice
"Pangea Ventures, LLC",448 E 80TH ST BLDG,CHICAGO,IL,60619,Peoples,0610877223-02951,Choice
"Pangea Ventures, LLC",1456 W 83RD ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-02618,Choice
"Pangea Ventures, LLC",8349 S DREXIL AVE APT 3B BLDG,CHICAGO,IL,60619,Peoples,0610877223-00016,Choice
"Pangea Ventures, LLC",7846 S SAGINAW AVE BLDG BLDG,CHICAGO,IL,60649,Peoples,0600667672-00034,Choice
"Pangea Ventures, LLC",6923 S INDIANA BLDG,CHICAGO,IL,60637,Peoples,0610877223-02963,Choice
"Pangea Ventures, LLC",1415 W 80TH ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-02652,Choice
"Pangea Ventures, LLC",5749 W CHICAGO STR,CHICAGO,IL,60651,Peoples,0609142657-00260,Choice
"Pangea Ventures, LLC",7801 ESSEX AVE BSMT,CHICAGO,IL,60649,Peoples,0600667672-00010,Choice
"Pangea Ventures, LLC",5007 W JACKSON BLVD BLDG,CHICAGO,IL,60644,Peoples,0610877223-02754,Choice
"Pangea Ventures, LLC",4714 S MICHIGAN AVE BLDG,CHICAGO,IL,60615,Peoples,0610877223-01343,Choice
"Pangea Ventures, LLC",8236 S MARILAND AVE BLDG,CHICAGO,IL,60619,Peoples,0608299543-00016,Choice
