Atty GenI consultant exp adj,11691.00kWh X \$0.00002,$\$ 0.23$
Storm recovery adjustment,11691.00kWh X $\$ 0.00218$,$\$ 25.49$
Exogenous Cost Adjustment,11691.00kWh X $\$ 0.00070$,$\$ 8.18$
Revenue Decoupling Adj,11691.00kWh X $\$ 0.00212$,$\$ 24.78$
Lng-Trm Rnwbl Contr Adj,11691.00kWh X $\$$-0.00306$,$-\$ 35.77$
Vegetation Management,11691.00kWh X $\$ 0.00089$,$\$ 10.40$
Solar Expansion Charge,11691.00kWh X $\$$-0.00027$,$-\$ 3.16$
Grid Modernization Charge,11691.00kWh X $\$ 0.00130$,$\$ 15.20$
Tax Act Credit,11691.00kWh X $\$$-0.00113$,$-\$ 13.21$
Distributed Solar Charge,11691.00kWh X $\$ 0.00327$,$\$ 38.23$
Advanced Meter Infrastructure,11691.00kWh X $\$ 0.00222$,$\$ 25.95$
Subtotal Delivery Services,,"$\$ 1,117.01$"
Total Cost of Electricity,,"$\$ 2,362.10$"
