Account Name,Service Address,City,State,Zip,Utility,Utility Account \#,Rate Class \#
"Pangea Ventures, LLC",1400 E 67TH PL BLDG BSMT,CHICAGO,IL,60637,Peoples,0610877223-00895,Choice
"Pangea Ventures, LLC",4641 W JACISON BLVD BLDG,CHICAGO,IL,60644,Peoples,0603060766-00004,Choice
"Pangea Ventures, LLC",7938 S HERMTAGE AVE BLDG,CHICAGO,IL,60620,Peoples,0610877223-01074,Choice
"Pangea Ventures, LLC",8100 S DREXEL AVE BLDG BLDG,CHICAGO,IL,60619,Peoples,0610877223-04319,Choice
"Pangea Ventures, LLC",7834 S COLES AVE BLDG,CHICAGO,IL,60649,Peoples,0608299543-00036,Choice
"Pangea Ventures, LLC",8200 S INGLESIDE AVE BLDG,CHICAGO,IL,60619,Peoples,0608299543-00007,Choice
"Pangea Ventures, LLC",7034 S CLARIMONT BLDG,CHICAGO,IL,60636,Peoples,0606647085-00007,Choice
"Pangea Ventures, LLC",7755 S SANGAMON ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-02605,Choice
"Pangea Ventures, LLC",7901 S DOBSON AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02960,Choice
"Pangea Ventures, LLC",5136 S KING DR BSMT APT 06,CHICAGO,IL,60615,Peoples,0610877223-00394,Choice
"Pangea Ventures, LLC",1962 E 73RD PL BLDG,CHICAGO,IL,60649,Peoples,0610877223-02997,Choice
"Pangea Ventures, LLC",5658 S PEORA ST BLDG,CHICAGO,IL,60621,Peoples,0610877223-02973,Choice
"Pangea Ventures, LLC",7800 S ESSEX AVE BLDG,CHICAGO,IL,60649,Peoples,0600667672-00012,Choice
"Pangea Ventures, LLC",6200 S ROCKWELL ST BLDG,CHICAGO,IL,60629,Peoples,0610877223-02869,Choice
"Pangea Ventures, LLC",1742 E 72ND ST BLDG,CHICAGO,IL,60649,Peoples,0608299543-00033,Choice
"Pangea Ventures, LLC",2649 E 78TH ST BLDG,CHICAGO,IL,60649,Peoples,0610877223-02339,Choice
"Pangea Ventures, LLC",1626 E 78TH ST BLDG,CHICAGO,IL,60649,Peoples,0610877223-03544,Choice
"Pangea Ventures, LLC",8552 S LAFLIN ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-02933,Choice
"Pangea Ventures, LLC",8149 S MARSHFIELD AVE BLDG,CHICAGO,IL,60620,Peoples,0610877223-02923,Choice
"Pangea Ventures, LLC",6901 S MERRILL AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-02628,Choice
"Pangea Ventures, LLC",9400 S LAFLIN BLDG,CHICAGO,IL,60620,Peoples,0610877223-02731,Choice
"Pangea Ventures, LLC",5012 W JACISON AVE BLDG,CHICAGO,IL,60644,Peoples,0610877223-02698,Choice
"Pangea Ventures, LLC",7145 S YATES BLVD,CHICAGO,IL,60649,Peoples,0610877223-01609,Choice
"Pangea Ventures, LLC",7929 1/2 S STATE STREET BLDG,CHICAGO,IL,60619,Peoples,0600079352-00005,Choice
"Pangea Ventures, LLC",7701 S STEWART BLDG,CHICAGO,IL,60620,Peoples,0610877223-02588,Choice
"Pangea Ventures, LLC",8202 S DREXEL AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02659,Choice
"Pangea Ventures, LLC",1619 W 77TH ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-02974,Choice
"Pangea Ventures, LLC",8141 S ELLIS AVE BLDG,CHICAGO,IL,60619,Peoples,0608299534-00020,Choice
"Pangea Ventures, LLC",5019 S CHAMPLAIN AVE BLDG,CHICAGO,IL,60615,Peoples,0610877223-02237,Choice
"Pangea Ventures, LLC",1748 E 71ST BLDG,CHICAGO,IL,60636,Peoples,0610877223-02559,Choice
"Pangea Ventures, LLC",7549 S YATES BLVD BLDG,CHICAGO,IL,60649,Peoples,0610877223-02614,Choice
"Pangea Ventures, LLC",6933 S INDIANA AVE BLDG,CHICAGO,IL,60637,Peoples,0602809571-00001,Choice
