"94,554 kWh $\times \$ 0.000000$","$\$ 53,167.68$ cr"
"80,031 kWh $\times \$ 0.000000$",$\$ 0.00$
"104,133 kWh $\times \$ 0.000000$",$\$ 0.00$
"660,6 kW $\times \$ 13.770000$","$\$ 9,096.46$"
0.0 kW $\times \$ 0.000000$,$\$ 0.00$
0.0 kW $\times \$ 0.000000$,$\$ 9.896 .46$
,$\$ 345.49$
"660,6 kW $\times \$ 11.490000$","$\$ 7,590.29$"
0.0 kW $\times \$ 11.490000$,$\$ 0.00$
"94,554 kWh $\times \$ 0.000000$",$\$ 0.00$
"80,031 kWh $\times \$ 0.000000$",$\$ 0.00$
"104,133 kWh $\times \$ 0.000000$",$\$ 0.00$
"278,718 kWh $\times \$ 0.000405$",$\$ 112.87$
,"$\$ 8,848.65$"
"278,718 kWh $\times \$ 0.009221$","$\$ 2,570.06$"
"278,718 kWh $\times \$ 0.006000$","$\$ 1,872.31$"
"278,718 kWh $\times \$ 0.001000$",$\$ 278.72$
"94,554 kWh $\times \$ 0.000000$",$\$ 0.00$
,continued on next page
