10,6986403056,102 S 17TH AVE,11,0.15/2019,0.15/2020,4.4253,4.312,5.00,5.303,3.707,4.030,3.855,5.173,2.542,2.525,2.290,2.257,2.670,5.371,7.868,45.162
251,6907035050,1123 N LAWLER AVE,6,0.9/2018,0.9/2020,0.4208,0.793,0.80,5.424,6.176,6.505,6.223,864,287,321,358,293,224,2.699,6.134,35.507
252,5910201069,812 S 19TH AVE BD,11,0.15/2019,0.15/2020,0.2206,0.102,0.10,262,249,257,241,164,82,87,94,122,245,297,312,2.411
253,6901403036,1042 N LEAMINTON AVE,6,0.9/2018,0.9/2020,0.6936,10.41,8.63,4.788,6.507,4.656,4.528,4.725,4.373,4.707,4.645,4.562,4.827,4.608,4.648,55.575
254,5910232062,817 S 19TH AVE,12,0.15/2019,0.15/2020,0.1405,0.129,0.13,199,200,202,166,131,94,103,103,104,169,195,209,1.881
255,6901401035,1046 N LEAMNGTON AVE,6,0.9/2018,0.9/2020,0.5752,4.033,5.13,4.600,4.462,4.696,4.566,3.452,2.452,2.557,2.253,1.372,1.355,2.695,4.083,38.984
256,6080150078,404 S 47H AVE BD,12,0.16/2019,0.16/2020,0.2345,0.256,0.21,559,459,465,449,478,448,469,510,516,592,575,605,6.167
257,6907645038,1101-05 N LEUGARIE AVE,6,0.9/2018,0.9/2020,0.339,0.587,0.42,12.873,12.810,12.939,9.557,883,397,395,452,447,489,5.525,11.477,64.044
258,6003139042,2115 S 47H AVE,12,0.16/2019,0.16/2020,0.7541,1.272,0.72,851,840,845,774,714,599,689,684,592,649,782,8.888
259,6907696062,1145 N 45H LECCARIE AVE,6,0.9/2018,0.9/2020,0.691,0.496,0.60,7.640,8.025,8.025,7.559,6.206,575,247,244,249,255,3.654,8.292,47.972
260,6901493041,2125 S 47H AVE,12,0.16/2019,0.16/2020,0.8502,0.569,0.61,864,797,843,972,894,625,819,748,656,624,756,772,9.035
261,5897534061,701-03 N LOTLIS BLDG,6,0.9/2018,0.9/2020,0.4425,0.557,0.39,6.885,7.147,6.863,6.139,2.507,512,294,384,363,434,2.703,5.851,40.103
262,6920283063,2109 S 57H AVE,12,0.16/2019,0.16/2020,0.0544,0.023,0.03,254,244,256,227,228,219,202,242,242,256,219,225,2.706
263,7152313111,4823 NEMRCE,4,0.9/2018,0.9/2020,0.28,0.485,0.36,511,439,433,430,433,315,283,282,278,308,296,319,4.327
273,0941460593,385 FORICST BLVD,5,0.7/2018,0.7/2020,0.655,2.226,3.18,533,459,405,388,723,810,1.207,938,43,29,241,546,6.318
273,5307812143,5314 S 366SHBGTON H,4,0.9/2018,0.9/2020,0.912,0.268,0.27,486,491,437,353,86,98,112,110,112,154,559,854,3.852
274,1023045231,29 LEABS RD LITE,5,0.7/2018,0.7/2020,0.1008,0.1638,0.12,12,11,10,8,9,11,12,13,14,15,11,145,
275,9119152078,9000 N 2 S BISHOP ST,17,0.23/2018,0.23/2020,0.4188,0.427,0.45,649,157,168,163,171,169,164,182,186,166,160,427,2.773
276,1529076016,325 FORTONS ST,5,0.7/2018,0.7/2020,0.7493,0.28,0.42,377,350,332,287,239,163,173,171,129,178,205,317,2.821
277,9118207078,9040-42 S BISHOP ST,17,0.23/2018,0.23/2020,0.2572,0.346,0.34,100,118,115,128,107,123,144,161,120,105,109,113,1.441
278,900088051,50 HENKLOCK ST PHG LITES,5,0.7/2018,0.7/2020,0.2582,0.268,0.26,177,138,134,119,111,100,105,114,124,140,146,149,1.574
279,8029721031,9400 N 6 L.ARTLIN ST,6,0.24/2018,0.24/2020,0.3601,0.26,0.40,571,537,518,502,468,414,436,448,450,496,513,570,5.925
280,2759111023,187 LESTER HD PHG LITES,5,0.7/2018,0.7/2020,0.1648,0.0447502,0.00,2,2,2,2,2,2,2,2,2,2,2,24,
281,6332195046,1400 BATAAN OR,11,0.16/2018,0.16/2020,0.4597,1.386,0.92,1.099,915,906,795,666,557,634,704,691,899,1.123,1.261,10.250
282,3000490033,126 AGUANWUSTD BLVS LITE,5,0.7/2018,0.7/2020,0,0,0.00,587,475,449,381,358,342,359,573,612,866,843,848,6.892
283,0610057264,320 S 6 L 48TH ST,5,0.7/2018,0.7/2020,0.9284,0.678,0.74,953,963,671,635,583,546,615,594,603,615,630,670,7.978
284,2971083120,391 FORICST BLVD,5,0.7/2018,0.7/2020,0,0,0.00,322,355,199,165,158,150,151,178,189,220,215,322,2.534
285,8837591043,4714 20 S MICHIGAN AVE,5,0.7/2018,0.7/2020,0.1212,1.13,1.15,1.881,1.582,1.107,872,1.121,1.120,1.125,839,840,1.064,1.455,1.578,14.383
286,3219167051,3248 MSSTEINS AVE,5,0.7/2018,0.7/2020,0,0,0.00,163,159,151,132,120,129,118,140,148,169,18,1.465
287,8837712060,4820-22 S MICHIGAN AVE,5,0.7/2018,0.7/2020,0.615,0.512,0.53,4.405,4.667,3.677,3.170,1.832,776,408,419,544,2.258,3.804,4.087,29.876
288,3603018143,3220 MSSTEINS AVE LITE,5,0.7/2018,0.7/2020,0,0,0.00,3252,303,207,179,178,158,148,134,143,155,167,37,20,31
289,7483044021,215 E 68TH ST,11,0.15/2018,0.15/2020,0.1349,1.714,1.42,2.676,2.897,2.854,2.585,1.821,1.098,106,1.296,1.538,1.843,1.997,2.093,23.398
290,6191184012,9624AMHSD BLVD BLDG BE,5,0.7/2018,0.7/2020,0,0.00403752,0.00,2,2,2,2,2,2,2,2,2,2,2,24,
291,1843165084,211-17 S 71ST ST,11,0.17/2018,0.17/2020,5.3925,0.198,0.12,544,436,97,72,31,52,87,109,281,640,711,703,3.385
292,4073025333,23 LEABS RD,5,0.7/2018,0.7/2020,0,0.34191252,0.00,219,173,171,161,138,128,123,132,147,160,180,213,1.997
293,7428775032,211 E 21ST ST STO,13,0.17/2018,0.17/2020,0.1294,2.086,1.74,626,694,818,718,500,488,562,586,450,511,508,520,7.010
294,4535027024,116 LESTER RD,5,0.7/2018,0.7/2020,0.245,0.301,0.67,2.465,2.527,2.542,2.217,2.103,1.553,1.253,1.339,1.556,2.128,2.221,2.355,24.206
295,7428775048,213 E 71ST STO,13,0.17/2018,0.17/2020,3.6342,3.259,2.54,1.074,1.063,1.031,930,853,736,839,905,792,745,809,896,10.723
296,5575152014,345 FORICST BLVD,10,0.7/2018,0.7/2020,0.8243,0.671,1.25,598,474,433,385,460,531,342,355,141,386,730,572,5.778
297,7428777081,215 E 71ST ST,13,0.17/2018,0.17/2020,5.9551,5.091,5.14,3.319,3.591,3.629,3.090,2.862,2.199,3.145,2.210,2.008,2.128,2.164,2.652,31.788
298,5905455048,33 HENKLOTS ST,10,0.7/2018,0.7/2020,0.787,0.613,0.95,402,390,540,469,476,368,398,407,348,361,421,4.986,
312,1798034021,"1403 S 52CHCHS, ST",10,0.74/2018,0.74/2020,0.347,6.466,7.11,4.230,4.062,3.999,3.796,3.688,3.321,3.829,4.072,3.826,3.580,3.724,4.132,46.268
302,632314639,3218 MSSTEINS AVE,5,0.7/2018,0.7/2020,0.4187,0.000,34,29,26,22,20,16,18,20,12,12,15,15,18,243
303,8104686524,749 E 79TH ST IR,15,0.21/2018,0.21/2020,2.4764,0.001,0.00,2,2,2,2,2,2,2,2,2,2,2,24,
304,1624031040,1410 S 42018 S 143000000,0.3914,0.437,0.47,0.76,0.02,543,533,488,360,364,340,328,390,423,440,492,5.330,49,
305,8104686555,753 E 79TH ST STS 1ST,15,0.31/2018,0.31/2020,0.7993,1.698,1.23,1.684,1.636,877,862,638,741,1.127,1.305,769,441,854,1.485,12.265
306,1624031088,13907 S 12-APR ST HSE,11,0.15/2018,0.15/2020,0.345,0.301,0.67,2.465,2.327,2.542,2.217,2.103,1.553,1.253,1.339,1.556,2.128,2.221,2.355,24.206
307,7684555554,1108 18 E 82ND ST,15,0.31/2018,0.31/2020,0.825,0.894,1.55,1.839,1.878,1.758,1.436,1.066,838,786,835,921,1.294,1.682,1.949,16.282
308,1624794075,"14020 S 52CHCHS, ST BD",10,0.74/2018,0.74/2020,0.5325,0.559,0.55,769,623,694,575,501,416,414,411,361,466,588,588,592
309,8530584035,8806 S 1237TAGE GROVE AVE,17,0.23/2018,0.23/2020,0.1881,0.406,0.29,339,274,333,290,267,222,306,389,316,317,393,406,3.871
310,1798031031,14026 S 42018 S 14300000,0.9566,0.9566,0.798,0.718,0.913,0.95,402,330,648,616,641,628,606,568,634,772,7.770,845,578
311,9874331039,9100 S 31AJPHW BLDG,17,0.23/2018,0.23/2020,0.1012,0.913,0.95,402,390,540,469,476,368,398,407,348,361,406,421,438,528
312,1798034021,"14031 S 52CHCHS, ST",10,0.74/2018,0.74/2020,0.3316,0.312,0.77,852,822,813,777,615,431,327,529,561,715,857,814,8.368
313,7684782057,7901-11 S DOBOCM AVE,15,0.31/2018,0.31/2020,0.6582,0.728,0.84,1.127,1.021,1.288,1.240,1.211,950,805,731,881,788,823,1.000,11.664
314,1798075040,"14125 S 52CHCS, ST",10,0.74/2018,0.74/2020,1.2942,1.118,1.15,907,896,846,779,637,487,542,510,487,626,664,716,8.109
315,7798039093,7853-59 S DOBOCM AVE,15,0.31/2018,0.31/2020,0.4147,1.168,1.50,1.070,827,949,1.060,1.060,862,764,867,899,978,1.032,1.076,11.434
316,1798039095,14126 S 42018 S 14300000,0.7642,0.7642,0.813,0.628,1.168,0.78,313,1.447,877,988,953,838,682,731,750,650,793,727,729,9.968
317,8020031072,7816 S 20826S,15,0.31/2018,0.31/2020,0.2572,0.579,0.60,464,544,545,456,436,424,350,242,238,232,323,365,389,4.572
318,7452590383,21842 JLFFPRT AVE,8,0.10/2018,0.10/2020,0.4238,0.212,0.06,370,342,303,316,243,203,217,214,185,187,221,221,262,3.082
319,769057060,21901 JLFFPRT AVE,8,0.10/2018,0.10/2020,0.1057,0.134,0.13,395,611,421,419,370,232,258,226,199,256,312,331,3.840,3.842
320,7836347042,900-10 E 82ND ST BLDG,15,0.31/2018,0.31/2020,0.3316,0.312,0.27,304,330,325,334,378,326,348,344,277,268,271,291,3.785,
321,7798607573,8001 FLUS,15,0.31/2018,0.31/2020,0.0373,0.726,0.74,1.268,1.329,1.503,1.280,1.153,1.064,1.262,1.317,1.246,1.289,1.135,1.229,15.074,
322,9616111140,1735 W 79TH ST,15,0.31/2018,0.31/2020,0.4729,0.496,0.32,1.580,1.177,1.239,1.138,1.248,1.476,1.755,1.732,1.363,1.263,1.492,1.749,17.245,17.251,15.820
323,9616110308,2170 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,0.59,2.23,2.83,2.284,1.858,1.78,1.65,1.35,1.25,1.18,1.25,1.22,1.24,1.45,17.245,15.820
324,9616110336,1735 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.23,2.384,1.858,1.88,1.78,1.65,1.35,1.25,1.25,1.22,1.24,1.45,17.245,15.820
325,9616110338,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.38,2.18,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,17.245,15.820
326,9616111140,1210 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,17.245,15.820
327,9616110339,2182 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,17.245,15.820
328,9616110338,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,17.245,15.820
329,9616110339,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,17.245
330,9616110339,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,17.245
331,9616110339,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
332,961611039,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
333,961611039,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
334,961611039,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
335,961611039,2192 W 79TH ST,15,0.31/2018,0.31/2020,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
336,961611039,2192 W 79TH ST,15,0.31/2018,0.0373,0.726,0.0373,0.726,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
337,96161039,2192 W 79TH ST,15,0.31/2018,0.0373,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.28,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
338,96161039,2192 W 79TH ST,15,0.31/2018,0.0373,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
339,96161039,2192 W 79TH ST,15,0.31/2018,0.0373,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
340,96161039,2192 W 79TH ST,15,0.31/2018,0.037,0.726,0.55,2.24,2.83,2.28,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
341,96161039,2202 W 79TH ST,16,0.31/2018,0.0373,0.726,0.55,2.24,2.83,2.83,2.28,2.28,2.28,2.28,2.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
352,96161039,2192 W 79TH ST,15,0.31/2018,0.0373,0.726,0.726,0.55,2.83,2.83,2.28,2.28,2.28,2.28,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,18.245
363,96161039,2192 W 79TH ST,15,0.31/2018,0.037,0.726,0.55,2.83,2.83,2.28,2
