Details of Gas Charges,
11/23/2022 - 12/22/2022 (30 billing days),
Service For: 400 E REMINGTON DR,
Service Agreement ID: 4070617455,
Rate Schedule: GM X Master-Metered Multi-Family Service,
Number of Dwelling Units: 24,
11/23/2022 - 11/30/2022,
Tier 1 Allowance,128.64000 Therm
Tier 1 Usage,80.800000 Therm
Gas PPP Surcharge (\$0.10346 /Therm),
Sunnyvale Utility Users' Tax (2.000\%),8.36
,3.72
12/01/2022 - 12/22/2022,
Tier 1 Allowance,406.56000 Therm
Tier 1 Usage,222.200000 Therm
Gas PPP Surcharge (\$0.10346 /Therm),
Sunnyvale Utility Users' Tax (2.000\%),
,$\$ 751.59$
