COMED,9196608053,"1307 W 81ST ST \# 11, CHICAGO, IL 606203844",02/22/17,02/20/18,$\$ 0.04969$
COMED,9268112044,"2435 W 63RD ST, CHICAGO, IL 606291255",02/14/17,02/11/18,$\$ 0.04969$
COMED,9268276016,"6401 S MAFLEWOOD AVE, CHICAGO, IL 606291723",02/15/17,02/12/18,$\$ 0.04969$
COMED,9271461056,"7056 S EBERHART AVE\# 58, CHICAGO, IL 606374612",02/16/17,02/13/18,$\$ 0.04969$
COMED,9271773088,"6829 S KING DR \# 49, CHICAGO, IL 606374006",02/16/17,02/13/18,$\$ 0.04969$
COMED,9273006035,"1931 E 71ST ST \# BD, CHICAGO, IL 606492005",02/17/17,02/14/18,$\$ 0.04969$
COMED,9276788016,"780111 KINGSTON, BLDG, CHICAGO, IL 60649",02/20/17,02/15/18,$\$ 0.04969$
COMED,9280254050,"7957 S BISHOP ST \# 59, CHICAGO, IL 606203819",02/22/17,02/20/18,$\$ 0.04969$
COMED,9280366028,"1415 W 80TH ST \# BD, CHICAGO, IL 606204003",02/22/17,02/20/18,$\$ 0.04969$
COMED,9280535041,"8256 S LOOMS BLVD \# 58, CHICAGO, IL 606203931",02/22/17,02/20/18,$\$ 0.04969$
COMED,9280663031,"1448 W 83RD ST \# BD, CHICAGO, IL 606203911",02/22/17,02/20/18,$\$ 0.04969$
COMED,9280733065,"1444 W 81ST ST \# BD, CHICAGO, IL 606203849",02/22/17,02/20/18,$\$ 0.04969$
COMED,9316016028,"157 E 133RD ST, CHICAGO, IL 606271204",03/02/17,02/28/18,$\$ 0.04969$
COMED,9352083016,"6400 S ROOKWELL ST \# 2, CHICAGO, IL 606291730",02/15/17,02/12/18,$\$ 0.04969$
COMED,9352685038,"2714 W 65TH ST \# BD, CHICAGO, IL 606291704",02/15/17,02/12/18,$\$ 0.04969$
COMED,9355403047,"6954 S CALUMIET AVE\# 56, CHICAGO, IL 606374645",02/16/17,02/13/18,$\$ 0.04969$
COMED,9357612062,"1734 E 72ND ST, CHICAGO, IL 606492341",02/17/17,02/14/18,$\$ 0.04969$
COMED,9357652011,"1742 E 72ND ST \# BD, CHICAGO, IL 606493118",02/17/17,02/14/18,$\$ 0.04969$
COMED,9357785042,"7109 S RIDGELAND AVE, BLDG, CHICAGO, IL 606499508",02/17/17,02/14/18,$\$ 0.04969$
COMED,9360083020,"7801 13 ESSEX, BD, CHICAGO, IL 60649",02/20/17,02/15/18,$\$ 0.04969$
COMED,9360207011,"7800 S KINGSTON AVE\# BD, CHICAGO, IL 606495116",02/20/17,02/15/18,$\$ 0.04969$
COMED,9360398044,"7700 S KINGSTON AVE\# 8, CHICAGO, IL 606494772",02/20/17,02/15/18,$\$ 0.04969$
COMED,9360647042,"7612 S KINGSTON AVE\# 18, CHICAGO, IL 606494257",02/20/17,02/15/18,$\$ 0.04969$
COMED,9360677068,"7624 S KINGSTON AVE\# 28, CHICAGO, IL 606494181",02/20/17,02/15/18,$\$ 0.04969$
COMED,9364310028,"8101 S JUSTINE ST, CHICAGO, IL 606204302",02/22/17,02/20/18,$\$ 0.04969$
COMED,9364480061,"8109 S ASHLAND AVE\# 17, CHICAGO, IL 606204390",02/22/17,02/20/18,$\$ 0.04969$
COMED,9364481031,"8109 S ASHLAND AVEUNIT STO, CHICAGO, IL 606204390",02/22/17,02/20/18,$\$ 0.04969$
