COMED,7348210076,"7905 S LUELLA AVE, CHICAGO, IL 606171169",02/22/17,02/20/18,$\$ 0.04969$
COMED,7348548048,"7901 S PAXTON AVE, CHICAGO, IL 606171122",02/22/17,02/20/18,$\$ 0.04969$
COMED,7404742040,"5230 W HARRSON ST \# 40, <br> CHICAGO, IL 606445103",02/03/17,01/31/18,$\$ 0.04969$
COMED,7428340020,"7348 S KING DR \# 66, CHICAGO, IL 606191728",02/20/17,02/15/18,$\$ 0.04969$
COMED,7428727045,"7151 S INDIANA AVELINT BD, CHICAGO, IL 606191027",02/20/17,02/15/18,$\$ 0.04969$
COMED,7428775032,"211 E 21ST ST STO, CHICAGO, IL 60619",02/20/17,02/15/18,$\$ 0.04969$
COMED,7428776048,"213 E 71ST ST, CHICAGO, IL 606191120",02/20/17,02/15/18,$\$ 0.04969$
COMED,7428777081,"215 E 71ST ST, CHICAGO, IL 606191173",02/20/17,02/15/18,$\$ 0.04969$
COMED,7430383035,"7741 S NORMAL AVE \# 43, CHICAGO, IL 606201845",02/21/17,02/19/18,$\$ 0.04969$
COMED,7451085007,"13300 S INDIANA AVE, CHICAGO, IL 606271213",03/02/17,02/28/18,$\$ 0.04969$
COMED,7483044021,"215 E 68TH ST, CHICAGO, IL 606375153",02/16/17,02/13/18,$\$ 0.04969$
COMED,7488616054,"5448 W ADAMS ST, CHICAGO, IL 606444064",02/07/17,02/04/18,$\$ 0.04969$
COMED,7502240036,"6000 S PAARIE AVE \# BD, CHICAGO, IL 606374085",02/14/17,02/11/18,$\$ 0.04969$
COMED,7514314050,"7825 S EMINALD AVE \# 31, CHICAGO, IL 606202433",02/21/17,02/19/18,$\$ 0.04969$
COMED,7514654040,"7542 S HALSTED ST \# 52, CHICAGO, IL 606202436",02/21/17,02/19/18,$\$ 0.04969$
COMED,7529190026,"10933 S VERNON AVE, CHICAGO, IL 606284404",03/01/17,02/27/18,$\$ 0.04969$
COMED,7586327038,"5901 S MICHIGAN AVE, CHICAGO, IL 606372107",02/14/17,02/11/18,$\$ 0.04969$
COMED,7586563043,"6125 S WABASHAVE, CHICAGO, IL 606372143",02/14/17,02/11/18,$\$ 0.04969$
COMED,7596075032,"7120 S WABASHAVE\# 32, CHICAGO, IL 606191020",02/20/17,02/15/18,$\$ 0.04969$
COMED,7598457023,"7655 S SANGAMON ST \# 59, CHICAGO, IL 606202834",02/21/17,02/19/18,$\$ 0.04969$
COMED,7598545037,"7755 S SANGAMON ST, CHICAGO, IL 606202811",02/21/17,02/19/18,$\$ 0.04969$
COMED,7613172032,"234 E 109TH ST \# BD, CHICAGO, IL 606283660",03/01/17,02/27/18,$\$ 0.04969$
COMED,7613255036,"222 W 109TH ST \# 34, CHICAGO, IL 606283308",03/01/17,02/27/18,$\$ 0.04969$
COMED,7682035031,"7657 S MORSAN ST BLDG \& BLDG \& 948-50 W 77TH, CHICAGO, IL 606202832",02/21/17,02/19/18,$\$ 0.04969$
COMED,7682434070,"7800 S MORGAN ST \# 6, CHICAGO, IL 606202808",02/21/17,02/19/18,$\$ 0.04969$
COMED,7684555054,"1108 E 82ND ST \# 18, CHICAGO, IL 606194529",02/22/17,02/20/18,$\$ 0.04969$
COMED,7684792057,"7901 S DOBSON AVE\# 11, CHICAGO, IL 606194409",02/22/17,02/20/18,$\$ 0.04969$
