"5,000 Therms at $\$ 0.16289$",$\$ 814.45$
"17,012.5 Therms at $\$ 0.09577$","$\$ 1,629.29$"
"44,888 Therms at $\$ 0.006100$",$\$ 273.82$
"22,012.5 Therms at - $\$ 0.00020$",$\$ 4.40$
"22,012.5 Therms at $\$ 0.01210$",$\$ 266.35$
1 Count at $\$ 33$,$\$ 33.00$
"22,012.5 Therms at $\$ 0.01890$",$\$ 416.04$
"44,888 Therms at $\$ 0.005600$",$\$ 251.37$
"22,012.5 Therms at - $\$ 0.00110$",- $\$ 24.21$
"12.54\% of $\$ 3,073.12$",$\$ 385.37$
8.24\% of $\$ 4393.15$,$\$ 362.00$
22012.5 Therms at $\$ 0.063000$,"$\$ 1,386.79$"
$0.1 \%$ of $\$ 4393.15$,$\$ 4.39$
