339,6018252052,7758 S MARSHFRELD AVE,14,639/2016,639/2020,0.3545,0.311,0.23,"5,906","6,465","6,762","8,868","6,616","1,377",145,152,170,191,"3,771","6,808","43,329"
340,8937556018,7240-42 YATES,12,616/2016,616/2020,0.272,0.33,0.30,402,331,330,280,235,184,186,231,233,228,268,336,"3,254"
341,9449010034,8001 SS S MARSHFRELD,15,631/2016,631/2020,0.4467,0.422,0.50,"1,571","1,610","1,653","1,508","1,187","1,042","1,033","1,022",909,"1,026","1,271","1,545","16,010"
342,8937705030,7400 SS S YATES BLVD,12,616/2016,616/2020,0.4146,0.496,0.38,828,805,466,278,254,228,243,249,242,260,291,578,"4,721"
343,9449006085,8057 SS S MARSHFRELD AVE,12,631/2016,631/2020,0.4381,0.455,0.42,446,414,481,451,435,392,397,423,402,424,415,438,"5,117"
344,8952505010,7409 13 S YATES BD,12,616/2016,616/2020,0.5976,0.592,0.61,"1,036",670,874,"1,125","1,155",820,664,624,677,987,"1,122","1,308","11,062"
345,9449118381,8105 SS S YATES BLVD,15,631/2016,631/2020,0.2912,0.039,0.06,264,211,364,312,190,97,104,108,124,231,295,252,"2,862"
346,9528640010,7549 SS S YATES BLVD,13,617/2016,617/2020,0.160,0.66,1.04,"1,189",777,792,827,957,930,"1,041","1,102","1,096","1,044","1,124","1,393","12,270"
347,9449774024,8149 S S S MARSHFRELD,15,631/2016,631/2020,0.5495,0.035,0.05,107,110,129,117,103,80,102,112,84,91,105,125,"1,247"
348,9529178037,7701 S YATES BLVD H,13,617/2016,617/2020,0.2396,0.272,0.30,211,195,198,199,225,225,213,214,219,229,212,206,"2,548"
349,9449277039,8233 S MARSHFRELD AVE,15,631/2016,631/2020,0.3345,0.262,0.30,239,208,299,247,239,200,212,225,213,206,211,215,"2,802"
350,9528022067,7801-11 S YATES BLVD,13,617/2016,617/2020,0.939,0.888,0.89,"1,762","1,842","1,719","1,479","1,105",731,702,730,766,"1,170","1,557","1,790","15,354"
351,0773121078,1116 W 77TH ST BLDS 1116,14,639/2016,639/2020,0.2938,0.447,0.33,323,272,267,202,228,212,228,323,300,295,344,365,"3,383"
352,4798312520,1200 N LEXMGTON ST,2,53/2016,53/2020,0.3702,0.2,0.32,367,412,336,287,321,307,274,217,204,237,237,251,"3,450"
353,7760-06114,7701-03 S MAY ST,14,639/2016,639/2020,0.700,0.553,1.32,"1,587","1,436","1,574","1,419","1,174",820,620,501,466,609,"1,255","1,738","13,289"
354,5981463071,617 19 N CENTRAL AVE,6,58/2016,58/2020,0.8517,1.552,1.53,"4,209","4,397","4,502","3,831","2,828","1,028",890,784,799,734,"2,465","4,176","30,444"
355,9112234557,8001-03S MAY,15,631/2016,631/2020,0.1217,0.033,0.03,35,47,49,37,40,33,32,34,34,34,27,31,433
356,5981480082,5501-09 W HORON,6,58/2016,58/2020,0.906,1.834,2.29,"1,292","1,150","1,118","1,011",948,"1,336","1,642","1,656",857,"1,068","1,193","1,294","14,566"
360,2903000020,8008 S-PALLANA ST,15,631/2016,631/2020,1.1677,0.602,0.47,"16,488","7,622","7,465","4,615","4,425",345,330,277,299,"6,416","12,891","52,837"
366,3579165542,5623 S ELLDARD TH ST,8,619/2016,619/2020,0.771,0.627,0.65,593,630,621,527,427,282,306,302,322,388,480,489,"5,368"
367,653229090,8004-12 S-PALLANA ST,15,631/2016,631/2020,2.5572,2.562,2.34,"11,491","11,763","10,127","4,514","1,029",915,957,"1,123","1,114","1,204","6,851","12,511","63,608"
368,7668420047,5600 S WOLCOTT AVE,8,619/2016,619/2020,0.6429,0.09,0.05,153,127,117,81,58,44,51,47,43,210,228,190,"1,350"
369,7660551071,7608 S SANGANGON ST,14,639/2016,639/2020,2.1921,0.079,0.06,"2,191","2,535","2,317","1,801",813,63,71,83,62,79,"1,389","2,259","13,662"
370,0163039138,5541 S WOOD ST,8,619/2016,619/2020,1.1588,0.098,0.10,142,148,102,62,47,67,82,54,45,65,114,115,"1,022"
371,708497023,7655-59 S WOODAWON,14,639/2016,639/2020,0.7185,0.506,0.68,"2,265","1,991","1,757","1,359",702,534,575,606,608,"1,283","2,087","2,430","16,196"
372,4887073041,4114 W WASHINGTON BLVD,8,615/2016,615/2020,0.12098,103.851,117.97,"130,940","126,391","100,690","86,300","43,818","39,773","44,339","46,232","33,205","61,228","105,932","124,987","930,835"
373,7398549337,7755 S SANGANGON,14,639/2016,639/2020,1.364,0.726,0.93,558,587,561,504,499,465,445,511,487,500,481,458,"6,164"
374,6909447058,1250 56 N KLAWAS AVE,8,619/2016,619/2020,0.2803,4.462,5.77,"12,613","11,548","13,995","12,993","1,137","2,696","2,902","2,799","2,712","2,366","7,208","11,549","89,518"
375,7346507584,7643-57 S STERWAY AVE,14,639/2016,639/2020,2.1656,2.059,2.41,"2,071","2,247","2,520","2,096","1,206",952,"1,146","1,543","1,273",960,"1,491","2,031","19,658"
376,3666655039,708 W GARPHELD BLVD,6,58/2016,58/2020,0.0572,0.057,0.06,292,270,255,116,48,37,45,50,32,127,342,372,"1,985"
377,7346565078,7701 07 S STERWAY AVE,14,639/2016,639/2020,1.3815,0.873,1.21,"1,978","2,117","1,750","1,435","1,012",687,654,690,697,"1,170","1,943","2,128","16,263"
378,7386199336,6022 S WOMAN AVE,9,615/2016,615/2020,0.227,0.195,0.34,908,727,577,454,325,357,338,314,293,269,849,888,"6,408"
379,9616573527,7949-51 S WINGHOCFER,15,631/2016,631/2020,0.1831,0.155,0.17,160,184,191,178,190,155,147,139,133,140,159,167,"1,922"
380,9432696957,6101 07 S LANGLEY AVE,8,619/2016,619/2020,0.7573,1.511,1.13,"1,187",871,"1,056",971,862,766,142,737,752,992,"1,100","1,200","1,316"
381,9616521039,7651 SS S WOODAWON,15,631/2016,631/2020,0.1271,0.073,0.07,213,202,257,238,225,164,126,140,151,172,164,172,"2,286"
382,9007326015,5130-35 S KING DR,6,58/2016,58/2020,1.6592,0.977,1.18,"2,783","2,605","2,401","2,076","2,122","1,709","1,721","1,666","1,689","1,972","2,178","2,326","25,229"
383,7355715038,5015 16 W JACKSON BLVD,4,58/2016,58/2020,0.4116,1.369,0.99,0.41,574,466,495,481,406,408,386,239,286,442,424,438,"4,993"
388,8913726557,29 E GARPHELD BLVD,1,58/2016,58/2020,0.298,0.338,0.43,316,204,390,236,193,194,209,203,220,252,410,369,"2,187",464
389,7265189053,6018 W JACKSON BLVD,4,58/2016,58/2020,0.1281,0.842,1.16,"2,169","1,982","1,999","1,730","1,166",768,616,758,548,591,"1,505","1,580","15,614"
387,7085803025,427 35 N YAYA,1,58/2016,58/2020,0.6553,0.377,0.45,827,833,244,218,211,193,214,243,249,291,"1,746","3,682","8,385"
388,9513433030,5854 58 S MOONDAH AVE,1,58/2016,58/2020,1.4016,1.966,2.45,"5,160","4,912","4,048","3,331","2,514","2,020","1,585","1,379","1,254","1,534","1,983","31,744",
390,7586327038,5901 S MOONDAH AVE,9,615/2016,615/2020,0.5381,0.661,0.84,"2,302","2,763","2,731","2,224","1,598","1,086",768,558,531,494,653,983,"16,681"
391,6709772030,4815 W COFFZZ ST,6,58/2016,58/2020,0.7461,1.028,1.69,"1,347","1,216","1,366","1,187",988,904,876,838,867,934,"1,122","1,058","12,798"
392,7502240036,6000-56 PRHARL,9,615/2016,615/2020,0.7187,0.646,0.73,605,477,482,420,505,539,512,484,477,499,467,495,"5,972"
393,7320166039,5007 W JACKSON BLVD,4,58/2016,58/2020,0.1387,0.089,0.10,233,192,198,181,133,95,88,90,100,188,198,187,"1,890"
394,9684016036,6033 35 S VORNON,8,619/2016,619/2020,0.6927,0.075,0.14,"2,138","2,113","2,210","1,749","1,111",161,88,81,64,108,"1,915","2,333","13,671"
395,7200590027,5012 45 S ACOGON BLVD,4,58/2016,58/2020,0.1872,0.251,0.12,322,265,256,222,85,74,58,103,11,205,208,243,"2,453"
396,9513713042,21 43 E GARPHELD BLVD,1,58/2016,58/2020,0.6562,0.977,1.18,"2,783","2,605","2,401","2,076","2,122","1,709","1,721","1,666","1,689","1,972","2,178","2,326","25,229"
397,7335715038,5015 16 W JACKSON BLVD,4,58/2016,58/2020,0.4415,0.369,0.41,574,466,495,481,406,408,368,239,286,442,424,438,"4,993"
398,8513726557,29 E GARPHELD BLVD,1,58/2016,58/2020,0.298,0.338,0.43,316,204,390,236,193,194,209,203,864,287,310,358,250,224
399,7265314035,5018 W JACKSON BLVD,4,58/2016,58/2020,0.0257,0.102,0.10,262,249,257,241,164,82,87,94,122,245,297,312,"2,411",
400,9513726554,E GARPHELD BLVD BLDG 21,1,58/2016,58/2020,0,0.5141,0.63,"4,788","4,507","4,656","4,528","4,735","4,372","4,707","4,645","4,562","4,627","4,608","4,648","55,575"
410,5910220062,817 S 187H AVE,11,615/2016,615/2020,0.1405,0.129,0.13,199,200,202,166,137,94,103,103,104,169,195,209,"1,881","1,893"
411,6901461035,1048 N 616 H AVE BD,10,616/2016,616/2020,0.2248,0.256,0.21,559,499,506,459,"4,456","4,652","2,452","2,557","2,253","1,272","1,355","2,695","4,583","38,994"
412,6080762078,404 S 47H AVE BD,12,616/2016,616/2020,0.2248,0.256,0.21,559,499,506,459,478,448,480,510,516,592,575,565,"6,187",
413,6907645038,1101-05 N LEGLANDE AVE,6,58/2016,58/2020,0.239,0.587,0.42,"12,673","12,810","12,939","5,557",883,397,395,452,447,489,"5,525","11,477","84,044"
414,6920139042,2115 S 147H AVE,12,616/2016,616/2020,0.7541,1.272,0.72,851,840,872,768,774,599,685,684,592,649,782,790,"8,888",
415,6920166041,1145 N 45 H AVE BD,12,616/2016,616/2020,0.6555,0.569,0.61,864,797,843,972,696,625,681,748,659,624,756,773,"9,035",
417,5897534061,701-03 N LOTUD BLDG,6,58/2016,58/2020,0.4425,0.557,0.39,"8,885","7,147","8,863","6,139","2,507",512,294,384,392,434,"2,703","5,851","40,103"
418,6920283063,2109 S 57H AVE,12,616/2016,616/2020,0.0584,0.023,0.03,254,185,227,228,219,202,242,242,206,219,225,256,"2,706"
419,7102313111,4823 MONROE,4,58/2016,58/2020,0.7777,2.569,2.84,"3,133","2,932","2,120","2,870","2,146","1,851","1,986","1,786","1,750","2,432","2,876","3,043","29,970"
420,6164660062,2110 S 57H AVE,12,616/2016,616/2020,0.3744,1.68,2.46,"1,910","2,335","2,248","2,279","1,262","1,183","1,351","1,357","1,352","1,017",928,927,"1,137","17,878"
421,6080160078,404 S 47H AVE BD,12,616/2016,616/2020,0.2248,0.256,0.21,559,499,506,459,458,458,458,458,458,458,458,458,458,458,460
422,0096016216,379 FOROST BLVD,5,58/2016,57/2020,0.1838,0.1838,0.000,0.02,157,105,16,2,2,2,2,2,2,2,2,2,2,2
423,720770034,1606 N MONTOA AVE,9,615/2016,615/2020,0.1838,0.054,0.23,"8,287","6,000","6,353","5,686","5,163","3,886","3,592","3,702","4,007","8,315","5,759","6,027","61,970"
424,0211155127,22 HENALOCK 12 PMG UTES,5,58/2016,58/2020,0.1838,0.054,0.00,"3,657","4,256","4,258","3,353","2,258","2,252","2,255","2,257","2,258","2,259","2,263","2,263"
425,7309460072,5024 G8 AVE BD,6,58/2016,58/2020,0.054,0.783,0.72,"3,135","3,121","3,241","3,144","2,200","1,223",439,412,574,758,"2,918","4,469","25,662"
426,0825732065,97 HENALOCK 5 T UTE,5,58/2016,57/2020,0.1838,0.937,0.783,3.102,2.258,2.164,2.742,2.142,"1,252","3,12",24,28,29,32,297,32
427,7156074337,832 N LONG AVE 1 PMG,5,58/2016,58/2020,0.0584,0.023,0.03,254,185,455,435,435,435,"2,202","2,27","3,25","3,25","2,25","2,25","2,25","2,45"
428,082528363,2109 S 57H AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,185,455,435,435,435,435,"2,202","2,27","3,25","2,25","2,25","2,25","2,25","2,25"
429,715607435,832 N LONG AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,215,455,435,435,435,435,"2,202","2,27","3,25","2,25","2,25","2,25","2,25","2,25"
430,082528365,2109 S 57H AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,215,455,435,435,435,435,"2,202","2,27","3,25","2,25","2,25","2,25","2,25","2,25"
431,082528365,832 N LONG AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,215,455,435,435,435,435,"2,202","2,27","3,25","2,25","2,25","2,25","2,25","2,25"
432,082528365,2109 S 57H AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,215,455,435,435,435,435,435,"2,202","2,27","3,25","2,25","2,25","2,25","2,25"
433,082528365,2109 S 57H AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,215,455,435,435,435,435,435,"2,202","2,27","3,25","2,25","2,25","2,25","2,25"
434,082528365,2109 S 57H AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,215,455,435,435,435,435,435,"2,202","2,27","3,25","2,25","2,25","2,25","2,25"
435,082528365,2109 S 57H AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,215,455,435,435,435,435,435,435,"2,202","2,27","3,25","2,25","2,25","2,25","2,25"
436,082528365,2109 S 57H AVE,12,58/2016,58/2020,0.0584,0.023,0.00,254,215,455,435,435,435,435,435,"2,202","2,27","3,202","2,210","2,210","2,200","2,200"
