Account Name,Service Address,City,State,Zip,Utility,Utility Account \#,Rate Class \#
"Pangea Ventures, LLC",5230 W HARRISON BLDG,CHICAGO,IL,60644,Peoples,0603094930-00002,Choice
"Pangea Ventures, LLC",7914 S HERMTAGE AVE BLDG,CHICAGO,IL,60620,Peoples,0610877223-02989,Choice
"Pangea Ventures, LLC",749 E 79TH ST BLDG,CHICAGO,IL,60619,Peoples,0608299543-00028,Choice
"Pangea Ventures, LLC",622 E 51ST ST BLDG,CHICAGO,IL,60615,Peoples,0610877223-02118,Choice
"Pangea Ventures, LLC",1249 S CAUFORNIA AVE BLDG,CHICAGO,IL,60608,Peoples,0610877223-02643,Choice
"Pangea Ventures, LLC",1815 W 77TH ST BLDG,CHICAGO,IL,60620,Peoples,0600667672-00025,Choice
"Pangea Ventures, LLC",8000 S PAULINA ST BLDG,CHICAGO,IL,60620,Peoples,0608299543-00038,Choice
"Pangea Ventures, LLC",7916 S DREXEL AVE BLDG,CHICAGO,IL,60619,Peoples,0600599241-00001,Choice
"Pangea Ventures, LLC",2542 S TRUMBULL AVE REAR 2 FL BLDG,CHICAGO,IL,60623,Peoples,0610877223-00425,Choice
"Pangea Ventures, LLC",4114 W WASHINGTON BLVD BLDG,CHICAGO,IL,60624,Peoples,0610877223-02735,Choice
"Pangea Ventures, LLC",7615 S COLES BLDG,CHICAGO,IL,60649,Peoples,0600667672-00015,Choice
"Pangea Ventures, LLC",7317 S CHAPPEL AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-02603,Choice
"Pangea Ventures, LLC",8109 S ASHLAND AVE BLDG,CHICAGO,IL,60620,Peoples,0608299543-00039,Choice
"Pangea Ventures, LLC",6751 S JEFFERY BLVD BLDG,CHICAGO,IL,60649,Peoples,0602886372-00001,Choice
"Pangea Ventures, LLC",8127 S ELLIS BLDG,CHICAGO,IL,60619,Peoples,0610877223-02600,Choice
"Pangea Ventures, LLC",119 E MARQUETTE RD BSMT,CHICAGO,IL,60637,Peoples,0610877223-02283,Choice
"Pangea Ventures, LLC",7236 S YATES,CHICAGO,IL,60649,Peoples,0610877223-00712,Choice
"Pangea Ventures, LLC",2611 W 64TH ST BSMT,CHICAGO,IL,60628,Peoples,0610877223-02987,Choice
"Pangea Ventures, LLC",6308 S FAIRFIELD BLDG,CHICAGO,IL,60629,Peoples,0610877223-02599,Choice
"Pangea Ventures, LLC",400 S LARAME BLDG,CHICAGO,IL,60644,Peoples,0600667632-00046,Choice
"Pangea Ventures, LLC",644 E 50TH PL BLDG,CHICAGO,IL,60615,Peoples,0610877223-02175,Choice
"Pangea Ventures, LLC",647 N MAYFIELD AVE BLDG,CHICAGO,IL,60644,Peoples,0608299543-00006,Choice
"Pangea Ventures, LLC",8000 S DREXEL AVE BLDG,CHICAGO,IL,60619,Peoples,0608299543-00008,Choice
"Pangea Ventures, LLC",7356 S DORCHESTER BLDG,CHICAGO,IL,60619,Peoples,0610877223-02590,Choice
"Pangea Ventures, LLC",1931 E 71ST ST BLDG,CHICAGO,IL,60649,Peoples,0610877223-00103,Choice
"Pangea Ventures, LLC",7939 S DOBSON AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-00179,Choice
"Pangea Ventures, LLC",7924 S VERNON AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02626,Choice
"Pangea Ventures, LLC",11115 S VERNON AVE BLDG,CHICAGO,IL,60628,Peoples,0610877223-02632,Choice
"Pangea Ventures, LLC",7955 S CALUMET AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-00080,Choice
"Pangea Ventures, LLC",5200 S CONGRESS PKWY BLDG,CHICAGO,IL,60644,Peoples,0600667632-00047,Choice
"Pangea Ventures, LLC",7801 S YATES BLVD BLDG,CHICAGO,IL,60649,Peoples,0610877223-02968,Choice
"Pangea Ventures, LLC",7850 S CONSTANCE BLDG,CHICAGO,IL,60649,Peoples,0608299543-00040,Choice
