161,6367220330,131921 W 947H,16,63223016,6322820,0.6055,3.109,3.18,2.608,2.708,2.867,2.855,2.405,1.718,2.185,2.398,2.157,2.278,2.634,2.922,29.555
162,7348548046,7961 S-PAATCIN AVE,15,6313319,6313820,1.4862,1.64,1.31,1.165,1.086,1.086,980,881,777,773,633,607,1.094,1.177,1.157,11.815
163,6364480561,8109.17 S-ANA-AND-AVE,15,6313319,6313820,5.1062,4.166,5.37,5.718,5.421,5.614,3.841,2.742,2.840,2.779,2.857,2.604,2.669,4.571,6.581,47.837
164,8937172647,724149 PHILLIPS AVE,12,6163319,6163820,5.7021,0.436,0.46,1.257,1.249,1.048,903,915,787,809,675,666,976,1.006,1.006,11.698
165,6364484969,8111 S-ANA-AND-AVE,15,6313319,6313820,4.8937,4.313,3.18,754,660,660,664,849,1.026,1.255,1.385,1.072,815,672,1.192,10.520
166,8853354059,741725 S-PHILLIPS AVE,12,6163319,6163820,1.6779,1.358,1.15,1.017,956,833,708,615,528,525,600,581,650,926,773,8.426
167,9038548517,800103 S-SAMPAYFEH ST,15,6313319,6313820,1.6425,0.058,0.02,2.890,3.017,2.629,1.032,144,144,153,170,138,147,1.506,2.675,14.945
168,8853478036,744044 S-PHILLIPS AVE,12,6163319,6163820,0.8872,1.57,1.17,790,581,645,610,601,551,620,678,652,674,649,768,7.822
169,9196567561,121622 W 83951,15,6313319,6313820,2.4129,0.604,0.46,370,302,300,414,555,382,273,289,273,300,323,354,4.135
170,9444698032,782931 PHILLIPS BD,13,6173319,6173820,0.5185,0.541,0.57,239,234,252,237,234,180,214,238,222,237,242,249,2.779
171,9110699334,8515 S-SANTAYET,16,6322319,6322820,0.3213,0.438,0.47,271,214,240,329,235,207,223,254,246,242,227,2.72,2.863
172,9267785542,7109.11 S-PASSIELAND AVE,12,6163319,6163820,1.0131,0.906,0.84,1.491,1.305,1.224,1.124,1.085,941,976,1.136,1.250,1.459,1.416,1.452,14.859
173,9322798556,7814 S-HERMITAGE AVE,15,6313319,6313820,1.6148,1.809,1.19,9.059,4.997,5.063,3.134,1.447,755,826,1.062,1.663,4.096,5.281,5.526,38.639
174,9441172077,7110-20 S-PASSIELAND AVE,12,6163319,6163820,0.6297,0.931,1.17,3.130,2.906,2.545,1.597,1.153,920,1.038,1.098,987,1.320,2.914,3.669,23.276
175,902632035,791516 S-HERMITAGE AVE UP,15,6313319,6313820,0.3292,0.344,0.32,452,372,376,345,323,291,307,342,331,356,362,441,4.300
185,9449016534,800103 S-MAWSHIP BLD,15,6313319,6313820,0.4467,0.422,0.50,1.571,1.610,1.953,1.508,1.187,1.042,1.033,1.022,906,1.029,1.271,1.545,16.010
186,8937759030,740003 S-TATES BLVD,12,6163319,6163820,0.4146,0.496,0.38,828,805,466,278,254,228,243,249,242,260,291,578,4.721
187,9048096985,805759 S-MAWSHIP BLD AVE,15,6313319,6313820,0.4381,0.455,0.42,446,414,481,451,435,392,397,423,402,424,441,438,5.117
188,8853505510,740913 S-TATES BD,12,6163319,6163820,0.5876,0.592,0.61,1.036,670,874,1.125,1.155,820,664,624,677,987,1.122,1.308,11.062
189,9449416581,810004 S-MAWSHIP BLD,15,6313319,6313820,0.3912,0.039,0.06,254,331,364,312,190,97,104,108,124,231,295,352,2.862
190,9528640010,754959 S-TATES BLVD,13,6173319,6173820,0.1562,0.66,1.04,1.189,777,792,827,957,930,1.041,1.102,1.096,1.044,1.124,1.393,12.270
191,9448174524,8149-51 S-MAWSHIP BLD,15,6313319,6313820,0.6485,0.035,0.05,107,110,129,117,103,80,122,112,84,91,105,125,1.247
192,9528178037,7701 S-TATES BLVD H,13,6173319,6173820,0.2396,0.272,0.30,211,195,198,199,225,225,215,214,219,229,212,206,2.548
193,9448217039,8233 S-MAWSHIP BLD AVE,15,6313319,6313820,0.3245,0.262,0.30,239,296,299,247,239,200,212,225,213,206,211,205,2.802
194,9528022567,7801-11 S-TATES BLVD,13,6173319,6173820,0.939,0.888,0.89,1.762,1.842,1.719,1.479,1.105,731,702,730,796,1.170,1.557,1.790,15.354
195,0172121078,1116W 777H ST BLDS 1116,14,6300319,6300820,0.2938,0.447,0.33,323,272,267,222,228,212,228,323,303,295,344,365,3.383
196,4798312520,12009 S-LXWNSTON ST,2,633319,633820,0.3702,0.2,0.32,367,412,336,287,321,307,274,217,204,237,237,251,3.450
197,7760145114,7701-03 S-MAYTEL,14,6300319,6300820,0.9192,1.053,1.32,1.587,1.036,1.574,1.419,1.174,820,800,501,466,609,1.255,1.738,13.289
198,5981463571,61719 S-CENTRAL AVE,6,663319,663820,0.8517,1.552,1.53,4.209,4.397,4.502,3.831,2.828,1.026,890,784,799,734,2.465,4.176,30.444
199,6112224557,8001-03S-MAY,15,6313319,631820,0.1213,0.065,0.10,202,208,205,181,188,174,196,210,176,142,147,2.202,
200,7404742540,5230-04 W-HARRISON ST,2,633319,633820,1.2124,0.962,1.25,871,812,814,863,664,692,715,776,722,692,683,681,8.790
201,7660535531,7657-59 S-MORISON ST,14,6300319,6300820,2.9571,2.305,2.50,5.728,5.285,5.732,4.857,2.896,2.056,1.841,1.860,1.892,2.453,2.985,4.554,42.624
202,5809320049,430 N-WALLER AVE BLDS,6,663319,663820,2.2559,0.681,0.41,911,854,774,647,528,453,481,522,570,693,760,743,7.936
203,7400365335,7741-42 S-NORMAL AVE,14,6300319,6300820,1.3168,1.322,1.24,843,740,765,698,684,625,676,726,670,593,707,754,8.509
204,6149316336,58709 A-LWE ST,6,663319,663820,2.9841,4.276,4.05,9.813,10.510,11.769,11.796,8.447,2.861,2.643,2.476,2.285,2.480,2.922,3.864,70.276
205,9032143960,794450 S-PALLINA,15,6313319,631820,0.7522,0.774,0.81,952,912,904,877,846,867,881,884,832,865,850,10.614,4.642
206,5897288037,600-03 N-LDRIG AVE,6,663319,663820,1.5543,5.967,6.44,8.617,8.514,8.595,8.827,7.451,3.166,2.264,2.169,2.404,2.046,5.160,7.865,67.829
207,9448791534,7949 S-PALLINA,15,6313319,631820,0.1217,0.033,0.03,35,47,49,37,40,33,32,34,34,34,27,433,
208,5981465082,5501-09 W-HORON,6,663319,663820,0.9055,1.834,2.29,1.292,1.150,1.118,1.011,948,1.336,1.842,1.856,857,1.068,1.193,1.294,14.566
209,2903093200,8008 S-PALLINA ST,15,6313319,631820,1.1677,0.602,0.47,10.488,7.622,7.465,4.615,4.621,345,396,330,277,299,6.416,12.891,52.837
210,3579193042,5623 S-SLIZABETH ST,6,6610319,661820,0.771,0.627,0.65,593,630,621,527,427,282,306,302,322,388,480,489,5.368
211,6032290900,8004-12 S-PALLINA ST,15,6313319,631820,2.5572,2.562,2.34,11.451,11.763,16.127,4.514,1.029,915,957,1.123,1.114,1.204,6.951,12.311,63.608
212,7668420047,56005 S-ROLCDTT AVE,6,6610319,661820,0.2429,0.463,0.39,0.05,153,127,117,81,58,44,51,47,43,210,228,190,1.350
213,7660551071,7608 S-SANGARON ST,14,6300319,6300820,2.183,0.079,0.06,2.191,2.526,2.317,1.801,813,63,71,83,62,79,1.286,2.259,13.662
214,0163034138,5541 S-WOLD ST,6,6610319,661820,1.389,0.098,0.10,142,148,102,62,47,67,82,54,45,65,114,116,1.022
215,7668457023,7655-59 S-SANGARON AVE,9,6610319,661820,0.327,0.195,0.34,908,727,577,454,325,357,338,314,293,269,849,868,6.408
223,9618372027,7949-51 S-WINCHECFER,15,6313319,631820,0.1831,0.155,0.17,160,164,191,178,165,155,147,139,132,140,159,167,1.922
224,9433690957,610137 S-LANGLEY AVE,6,6610319,661820,0.7573,1.511,1.13,1.187,871,1.056,971,862,766,142,737,752,992,1.100,1.200,11.316
225,9418521039,765153 S-WOLDOTT AVE,15,6313319,631820,0.1271,0.073,0.07,213,202,257,238,225,164,126,140,151,172,164,172,2.286
226,9007326015,5130-26 S-KING DR,6,663319,663820,1.1292,0.318,0.89,1.742,1.794,1.646,1.284,1.083,1.236,1.108,1.013,949,1.280,1.460,1.431,16.125
227,7499018554,5448 W-KOMAS ST BLDS,4,663319,663820,0.2943,0.315,0.33,3.297,3.214,2.925,1.802,2.75,287,283,282,292,415,2.037,3.794,18.776
228,9768429017,6224-54 S-KING DR,4,6610319,661820,0.1841,1.337,2.00,1.595,1.456,1.194,1.010,1.035,1.015,1.048,950,975,1.034,1.049,1.171,13.530
229,5981146553,42325 N-CENTRAL AVE LWET,6,663319,663820,0.7349,0.426,0.68,1.002,1.072,1.015,908,783,635,666,567,550,537,662,864,6.210
230,9175130032,530008 MCHAGAN-BD,6,663319,663820,1.2816,0.842,1.16,2.169,1.982,1.999,1.730,1.166,768,616,758,548,591,1.505,1.580,15.614
231,5931069205,42729-25 S-NORMAL,6,663319,663820,0.6553,0.377,0.45,827,202,244,218,211,193,214,243,249,291,1.746,3.062,6.385,2.853
232,9513433030,585458 S-MO-HOMAN AVE,5,663319,663820,1.4763,0.767,0.79,1.824,1.865,1.757,1.537,985,665,1.020,771,1.002,808,1.324,1.728,15.245,
233,5981069346,722 N-CENTRAL,6,663319,663820,1.4016,1.966,2.45,5.160,4.972,4.018,3.972,2.574,2.320,1.589,1.379,1.254,1.534,1.983,1.983,31.744,
234,7596327538,5901 S-MO-HOMAN AVE,9,6610319,663820,0.5293,0.661,0.661,0.84,2.302,2.763,2.731,2.224,1.598,1.086,768,558,531,494,653,983,16.681
235,7032240036,6000-59 PPAVRA,9,6610319,663820,0.7197,0.646,0.73,605,477,482,420,505,539,512,494,477,499,467,495,5.972,
236,5925166036,6000-59 PPAVRA,9,663319,663820,0.7197,0.699,0.10,233,160,190,181,133,95,88,90,100,188,199,187,1.890,
237,7325166039,5007 W-LACADON BLVD,4,663319,663820,0.1937,0.089,0.10,233,160,190,181,133,95,88,90,100,188,199,187,1.890,
238,9684016336,603255 S-VORNON,6,6610319,663820,0.5927,0.075,0.14,2.139,2.113,2.210,1.749,710,161,88,81,64,108,1.915,2.333,13.671,
239,7325305037,5012 W-LACADON BLVD,4,663319,663820,0.1872,0.251,0.17,322,202,256,202,182,14,82,103,147,205,243,205,243,242,2.453
240,9513713042,21435 E-GMPISEL BLOO,1,663319,663820,0.1257,0.073,1.18,2.783,2.605,2.401,2.076,2.122,1.709,1.721,1.866,1.669,1.972,2.178,2.326,25.229,
241,7325175038,501519 W-JACADON BLVD,4,663319,663820,0.4416,0.369,0.41,574,496,495,481,406,408,338,238,286,442,424,424,438,4.983,4.983
242,9513720057,2955 GARFFELD BLVD,1,663319,663820,0.298,0.338,0.338,0.43,316,204,390,236,193,194,209,255,225,235,252,410,369,3.197
243,7325314035,5018 W-LACADON BLVD,4,663319,663820,0.0878,0.098,0.10,545,456,458,276,270,168,111,79,96,14,11,202,199,2.839,13.5
244,9513736054,6 GARFFELD BLD UX,1,663319,663820,0.0927,0.073,0.45,637,252,214,165,111,78,214,243,100,145,248,291,1.196,3.062,6.385
245,5009035547,14850 N-AGAPERAL H,12,663319,663820,0.0913,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.258
246,5003033587,5716 S-WABASCH AVE,7,663319,663820,0.0456,0.052,0.06,1.602,932,300,85,52,36,45,43,45,45,45,45,45,45,45,45,2.258
247,5706335555,4824-38 W-SOSTEMS AVE UN,12,663319,663820,0.0355,0.044,0.04,83,84,84,83,50,32,38,36,35,36,35,36,36,36,36,36,2.258
248,692551181,10,633319,663820,0.0456,0.052,0.06,0.012,0.02,812,859,903,630,393,416,374,425,442,434,448,448,448,448,448,2.258
249,692551181,208 S-147TH ST,13,6331319,631820,0.0431,0.031,0.012,0.02,812,859,903,800,800,545,540,540,554,555,555,572,572,592,6.502,56.005
250,6925151881,111716 LAMLER AVE,6,6631319,663820,0.0445,0.052,0.06,1.016,0.08,825,226,1.93,56,4.82,4.42,4.15,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
251,732516035,108 S-147TH ST,14,6631319,663820,0.0445,0.042,0.02,1.012,0.06,825,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
252,692515188,1111716 LAMLER AVE,14,6631319,663820,0.0445,0.042,0.02,1.012,825,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
253,692515188,1111716 LAMLER AVE,12,6631319,663820,0.0445,0.042,0.02,1.012,825,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
254,692515188,111716 LAMLER AVE,13,6631319,663820,0.0445,0.042,0.02,1.012,825,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
255,692515188,111716 LAMLER AVE,14,6631319,663820,0.0445,0.042,0.02,1.012,825,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
256,692515189,111716 LAMLER AVE,15,6631319,663820,0.0445,0.042,0.02,1.012,820,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
257,692515198,111716 LAMLER AVE,16,631319,63820,0.0445,0.042,0.012,820,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
258,692515198,11716 LAMLER AVE,17,6631319,63820,0.0445,0.02,1.012,820,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
259,69251518,11716 LAMLER AVE,18,631319,63820,0.0445,0.0445,0.0445,0.02,820,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
2692,692515188,11716 LAMLER AVE,19,631319,0.0445,0.0445,0.0445,0.012,820,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
269,69251518,11716 LAMLER AVE,18,631319,0.0445,0.0445,0.012,820,855,1.92,5.25,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02,4.02
2792,69251518,11716 LAMLER AVE,18,63131
