477,5722066056,3653-55 W FLCHIPHOY,2,0/2/2016,0/2/2020,0.6877,2.285,2.42,"8,059","9,879","10,485","8,659","3,153","1,663","1,683","1,688","1,649","1,650","2,163","7,106","56,726",
478,5459099021,6923-35 S AIDANA AVE,11,0/15/2016,0/15/2020,0.3391,1.638,1.85,"3,492","6,647","6,993","6,901","5,995","2,704","1,385","1,352",915,"1,177","1,318","1,355","40,253",
479,5811120966,430 N WALLER AVE,12,0/16/2016,0/16/2020,0.3101,0.795,0.61,759,486,542,508,350,231,262,488,627,868,917,"1,010","7,050",
480,7428712544,7145-48 S AIDANA AVE,13,0/17/2016,0/17/2020,0.7169,0.495,0.54,603,883,668,514,229,214,223,233,215,208,391,510,"4,889",
481,5814170561,"320 N MAGON AVE,",5,0/7/2016,0/7/2020,0,0.015,0.01,15,13,15,17,21,35,18,20,20,18,17,225,
482,7428727545,7151-53 S AIDANA AVE,13,0/17/2016,0/17/2020,0,0.088,1.189,1.13,"1,007",761,848,780,698,634,713,718,679,718,763,"6,258",
483,5967028075,1630-53 S SARTFIR AVE,1,0/1/2016,0/1/2020,0.6725,0.595,0.59,"1,071",690,566,503,422,378,41,203,180,216,280,365,"5,054",
484,6271773588,6829-49 S HFALEM,11,0/15/2016,0/15/2020,1.385,0.408,0.69,673,342,573,563,594,579,580,525,466,516,424,"6,560","5,625",
485,6051034574,"739 N CENTRAL AVE, BLOG",1,0/1/2016,0/1/2020,0.4456,0.509,0.55,117,593,613,575,595,565,"4,108","5,109","4,205","1,215",285,279,356,331,"1,832",
486,6667478512,7748-55 S EAST AND AVE UNF,10,0/16/2016,0/16/2020,0.4336,0.297,0.27,547,476,464,423,388,334,298,425,412,492,485,505,287,291,"3,133",
487,6051465520,2157-57 S CENTRAL PARA UN,1,0/1/2016,0/1/2020,0.2655,0.173,0.18,844,594,220,195,318,292,119,129,124,148,168,282,"2,433","2,269",
488,6034594235,7400-50 PHEOLEC,1,0/16/2016,0/16/2020,0.6353,0.741,0.85,"1,009",930,885,800,805,712,602,687,669,625,752,786,"1,024","9,432",
489,6069009336,702-10 N WALLER AVE,6,0/8/2016,0/8/2020,0.166,0.163,0.17,173,140,150,137,139,122,128,126,123,131,139,148,"1,856","1,500",
490,5271220331,7049-53 ST LAMNOOL AVE,11,0/15/2016,0/15/2020,0,0.152,0.17,"1,344","1,428","1,446","1,195",826,273,300,287,293,209,"1,625","1,516","1,635","1,516",
491,6067133553,57-59-57-59-57-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59-59
