Account Name,Service Address,City,State,Zip,Utility,Utility Account \#,Rate Class \#
"Pangea Ventures, LLC",636 E 51ST ST BLDG,CHICAGO,IL,60615,Peoples,0610877223-02174,Choice
"Pangea Ventures, LLC",602 E 50TH PL BLDG,CHICAGO,IL,60615,Peoples,0610877223-02373,Choice
"Pangea Ventures, LLC",2616 N LARAMIE AVE BLDG,CHICAGO,IL,60639,Peoples,0613015738-00001,Choice
"Pangea Ventures, LLC",9100 S DAUPHIN AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02706,Choice
"Pangea Ventures, LLC",2433 W 58TH ST BSMT,CHICAGO,IL,60629,Peoples,0610877223-02725,Choice
"Pangea Ventures, LLC",5024 W QUINCY BLDG,CHICAGO,IL,60644,Peoples,0610877223-02961,Choice
"Pangea Ventures, LLC",6455 S FAIRFIELD AVE,CHICAGO,IL,60629,Peoples,0610877223-02582,Choice
"Pangea Ventures, LLC",8851 S COTTAGE AVE BLDG,CHICAGO,IL,60619,Peoples,0600667632-00297,Choice
"Pangea Ventures, LLC",7159 S WABASH AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-01112,Choice
"Pangea Ventures, LLC",7800 S MORGAN ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-01664,Choice
"Pangea Ventures, LLC",8009 S MARILAND AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02553,Choice
"Pangea Ventures, LLC",7317 S CHAPPEL AV BLDG,CHICAGO,IL,60649,Peoples,0610877223-02634,Choice
"Pangea Ventures, LLC",1030 E 47TH ST BLDG,CHICAGO,IL,60653,Peoples,0610877223-00334,Choice
"Pangea Ventures, LLC",4 S LEAMINGTON AVE BLDG,CHICAGO,IL,60644,Peoples,0612728512-00001,Choice
"Pangea Ventures, LLC",1035 W 77TH ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-00723,Choice
"Pangea Ventures, LLC",8148 S INGLISIDE AVE BLDG,CHICAGO,IL,60619,Peoples,0607736393-00001,Choice
"Pangea Ventures, LLC",8238 S ELLIS AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02584,Choice
"Pangea Ventures, LLC",1630 S SAWIER BLDG,CHICAGO,IL,60623,Peoples,0609142657-00266,Choice
"Pangea Ventures, LLC",6401 S CALIFORNIA AVE BLDG,CHICAGO,IL,60629,Peoples,0606647085-00002,Choice
"Pangea Ventures, LLC",6400 S ROCKWELL ST BLDG,CHICAGO,IL,60629,Peoples,0610877223-02578,Choice
"Pangea Ventures, LLC",6230 S KINGDR BLDG,CHICAGO,IL,60637,Peoples,0612059452-00015,Choice
"Pangea Ventures, LLC",5600 S WOLCOTT AVE BLDG,CHICAGO,IL,60636,Peoples,0610877223-02557,Choice
"Pangea Ventures, LLC",119 E MARQUETTE RD BLDG,CHICAGO,IL,60637,Peoples,0600691934-00001,Choice
"Pangea Ventures, LLC",13258 S INDIANA AVE BLDG,CHICAGO,IL,60827,Peoples,0610877223-02906,Choice
"Pangea Ventures, LLC",654 N PINE AVE BLDG,CHICAGO,IL,60644,Peoples,0600667672-00020,Choice
"Pangea Ventures, LLC",5501 W WASHINGTON BLVD BLDG,CHICAGO,IL,60644,Peoples,0610877223-00867,Choice
"Pangea Ventures, LLC",332 N PINE AVE BLDG,CHICAGO,IL,60644,Peoples,0609142657-00899,Choice
"Pangea Ventures, LLC",8656 S HERMTAGE AVE FL 1,CHICAGO,IL,60620,Peoples,0610877223-02591,Choice
"Pangea Ventures, LLC",7655 S STEWART AVE BLDG,CHICAGO,IL,60620,Peoples,0610877223-02952,Choice
"Pangea Ventures, LLC",5334 W HARRISON ST BLDG,CHICAGO,IL,60644,Peoples,0610877223-02235,Choice
"Pangea Ventures, LLC",7752 S CORNELL AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-00601,Choice
"Pangea Ventures, LLC",5504 S WABASH AVE BLDG,CHICAGO,IL,60637,Peoples,0610877223-00524,Choice
"Pangea Ventures, LLC",7020 S MERRILL AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-02556,Choice
