Details of Gas Charges,
11/23/2022 - 12/22/2022 (30 billing days),
Service For: 400 E REMINGTON DR,
Service Agreement ID: 9187314671,
Rate Schedule: GM X Master-Metered Multi-Family Service,
Number of Dwelling Units: 19,
11/23/2022 - 11/30/2022,
Tier 1 Allowance,101.84000 Therm
Tier 1 Usage,47.200000 Therm
Gas PPP Surcharge (\$0.10346 /Therm),
Sunnyvale Utility Users' Tax (2.000\%),
12/01/2022 - 12/22/2022,
Tier 1 Allowance,321.86000 Therm
Tier 1 Usage,129.800000 Therm
Gas PPP Surcharge (\$0.10346 /Therm),
Sunnyvale Utility Users' Tax (2.000\%),
,$\$ 439.04$
