,CHARGE DESCRIPTION,,,,
Electric Delivery,Customer Charge,,,,\$35.80
Ameren Illinois,Meter Charge,,,,\$7.79
DS-2 Small General Delivery,Distribution Delivery Charge Summer,,,,"\$1,402.58"
Service,,,,Electric Delivery,"\$1,446.17"
Taxes and Other Fees,Clean Energy Assistance Charge,"34,377.00 kWh",@ \$ 0.00178000,,\$61.19
,Renewable Energy Adjustment,"34,377.00 kWh",@ \$ 0.00098000,,\$33.69
,EDT Cost Recovery,"34,377.00 kWh",@ \$ 0.00125610,,\$43.18
,Electric Environmental Adjustment,"34,377.00 kWh",@ \$ 0.00184030,,\$63.26
,Edwardsville Municipal Tax,,,,\$90.83
,Illinois State Electricity Excise Tax,,,,\$109.88
,,,Total Tax Related Fees,,\$402.03
