339,7768497040,8127-37 S ELLIS AVE,15,0.013019,0.013020,0.8384,0.848,0.83,1.766,1.648,1.643,1.476,1.309,1.097,1.085,1.118,1.085,1.252,1.548,1.757,"16,887"
340,5090254050,7957 59 S BISHOP ST,15,0.013019,0.013020,0.4555,0.309,0.31,1.175,2.577,3.124,1.766,513,332,287,322,369,488,660,778,"12,388"
341,7768360388,8231 S ELLIS AVE,15,0.013019,0.013020,0.3622,0.221,0.24,369,352,358,327,383,279,213,215,204,294,362,402,"3,759"
342,5090733065,1444 50 W 8157 ST BD,15,0.013019,0.013020,0.5955,0.481,0.52,816,1.038,998,898,508,416,392,397,350,380,402,571,"6,967"
343,7768749342,8235 S ELLIS AVE,15,0.013019,0.013020,0.187,0.151,0.16,341,406,507,488,444,393,384,364,325,391,423,511,"5,249"
344,5090535541,8256-58 S LJDONS BD,15,0.013019,0.013020,0.5484,0.512,0.54,1.279,1.106,891,545,388,366,416,438,376,403,789,"1,353","8,349"
345,7850963379,8236-46 S ELLIS AVE,15,0.013019,0.013020,0.9033,0.947,1.04,9.573,11.502,10.638,8.321,7.702,1.070,1.004,983,868,2.879,7.823,9.675,"85,037"
346,8020731042,8208-15 S DREAOL BD,15,0.013019,0.013020,0.2623,0.293,0.28,578,728,591,401,295,227,228,284,319,352,384,493,"4,881"
347,7768431356,8241-48 S ELLIS AVE,15,0.013019,0.013020,0.6392,0.605,0.70,629,605,637,635,603,540,606,625,665,557,514,572,"7,102"
348,5890238627,4061-67 W 57H AVE UNIT BD,2,0.03018,0.03020,0,0.555,0.58,626,557,572,524,553,493,474,497,475,530,606,646,"6,557"
349,7768413356,8251 S ELLIS BLOG,15,0.013019,0.013020,0.2004,2.272,1.90,2.433,2.288,2.210,1.864,310,1.238,1.189,1.148,1.061,1.721,2.256,2.477,"21,281"
350,7911681016,1030 E 47TH ST BLDS,4,0.03018,0.03020,1.2794,1.43,1.24,973,931,787,745,782,724,800,798,768,677,613,650,"6,249"
351,4800024677,7909 S EVAKIG AVE,15,0.013019,0.013020,1.6344,1.799,1.67,3.848,4.514,4.721,4.550,3.961,1.866,659,762,746,795,2.835,4.689,"34,188"
356,9709756043,10201-5 ETLAMRENCE,18,0.043019,0.043020,0.5991,0.585,0.68,531,507,507,495,471,458,569,590,518,559,560,569,"6,333"
357,8768713080,714-20 E 829G ST,15,0.013019,0.013020,1.7785,1.745,1.83,1.251,1.945,2.103,1.850,1.623,1.128,195,722,750,882,1.017,1.188,"15,349"
358,7708237148,"14127 S GOVGS, ST BD",10,0.143019,0.143020,0.3377,0.396,0.46,646,589,581,488,433,343,317,360,330,382,433,538,"5,478"
359,7906746043,7930-46 S RGLESIDE AVE,15,0.013019,0.013020,1.813,1.489,1.51,1.152,975,1.080,1.102,1.120,1.047,1.068,1.102,1.027,1.072,1.044,1.121,"12,908"
360,1708215026,"14122 S GOVGS, ST",10,0.143019,0.143020,0.2928,0.487,0.51,731,596,617,531,509,474,518,511,471,579,544,614,"6,695"
361,7902350556,8051-55 S RGLESIDE,15,0.013019,0.013020,0.5392,0.44,0.86,681,635,617,566,568,550,560,574,522,597,625,652,"7,158"
362,9041138047,11145 S KING OR,20,0.093019,0.093020,0.2712,0.497,0.54,208,193,265,411,343,350,372,424,373,307,188,225,"3,669"
363,7906007075,8148-56 S KING,15,0.013019,0.013020,1.5422,1.344,1.47,1.929,1.949,1.804,1.836,1.455,1.234,1.219,1.273,1.241,1.548,1.721,1.858,"18,847"
364,8809566527,8640-46 S RGL ESIDE AVE,16,0.023019,0.023020,0.0887,0.117,0.12,299,366,633,492,364,229,142,134,136,197,237,285,"3,514"
365,7850565045,8157 59 RGLESIDE UNIT BD,15,0.013019,0.013020,1.6562,1.32,1.06,619,574,673,710,640,598,599,625,580,557,520,"7,330"
366,5890556567,4056 W GRENSHAM ST BD,2,0.03018,0.03020,0.2384,0.556,0.43,1.459,1.251,1.348,1.184,363,307,328,380,773,1.242,1.343,1.474,"11,402"
367,8779642034,8308-54 RGLESIDE,16,0.023019,0.023020,1.4926,1.258,0.20,310,342,271,248,199,142,154,173,171,224,263,231,"2,718"
376,8927546678,7236-38 S YATES BD,12,0.163019,0.163020,0.428,0.205,0.23,248,267,297,234,212,181,187,197,177,183,195,219,"2,608"
377,8779501333,8312 RGLESIDE,16,0.023019,0.023020,0.0755,0.38,0.31,295,317,272,240,186,139,147,158,160,214,248,304,"2,810"
378,7909301028,7348-66 S KING OR,13,0.173019,0.173020,0.7964,1.205,1.04,1.014,77,756,692,585,564,588,810,775,746,1.057,1.253,"8,554"
