10,6986403056,102 S 17TH AVE,11,0.15/2019,0.15/2020,4.4253,4.312,5.00,5.303,3.707,4.030,3.855,5.173,2.542,2.525,2.290,2.257,2.670,5.371,7.868,45.162
251,6907035050,1123 N LAWLER AVE,6,0.9/2018,0.9/2020,0.4208,0.793,0.80,5.424,6.176,6.505,6.223,864,287,321,358,293,224,2.699,6.134,35.507
252,5910201069,812 S 19TH AVE BD,11,0.15/2019,0.15/2020,0.2206,0.102,0.10,262,249,257,241,164,82,87,94,122,245,297,312,2.411
253,6901403036,1042 N LEAMINTON AVE,6,0.9/2018,0.9/2020,0.6936,10.41,8.63,4.788,6.507,4.656,4.528,4.725,4.373,4.707,4.645,4.562,4.827,4.608,4.648,55.575
254,5910232062,817 S 19TH AVE,12,0.15/2019,0.15/2020,0.1405,0.129,0.13,199,200,202,166,131,94,103,103,104,169,195,209,1.881
255,6901401035,1046 N LEAMINGTON AVE,6,0.9/2018,0.9/2020,0.5732,4.033,5.13,4.600,4.462,4.696,4.566,3.452,2.452,2.557,2.253,1.372,1.355,2.695,4.083,38.984
256,6080150078,404 S 47H AVE BD,12,0.16/2019,0.16/2020,0.2345,0.256,0.21,559,459,465,449,478,448,469,510,516,592,575,605,6.167
257,6907645038,1101-05 N LEUGARE AVE,6,0.9/2018,0.9/2020,0.306,0.587,0.42,12.873,12.810,12.939,9.557,883,397,395,452,447,489,5.525,11.477,64.044
258,6003139042,2115 S 47H AVE,12,0.16/2019,0.16/2020,0.7041,1.272,0.72,851,840,845,774,714,599,689,684,592,649,782,8.888
259,6907696062,1145 N 45H LECCARE AVE,6,0.9/2018,0.9/2020,0.691,0.496,0.60,7.640,8.025,8.025,7.559,8.206,575,247,244,249,255,3.654,8.292,47.972
260,6901493041,2125 S 47H AVE,12,0.16/2019,0.16/2020,0.8502,0.569,0.61,864,797,843,972,894,625,819,748,656,624,756,772,9.035
261,5897534061,701-03 N LOTLIS BLDG,6,0.9/2018,0.9/2020,0.4425,0.557,0.39,6.885,7.147,6.863,6.139,2.507,512,294,384,363,434,2.703,5.851,40.103
262,6920283063,2109 S 57H AVE,12,0.16/2019,0.16/2020,0.0544,0.023,0.03,254,241,243,227,228,219,202,242,242,256,219,225,2.706
263,7152313111,4823 NEMRCK,4,0.9/2018,0.9/2020,0.28,0.485,0.36,511,439,433,430,433,315,283,282,278,308,296,319,4.327
273,0941460593,385 FORICST BLVD,5,0.7/2018,0.7/2020,0.655,2.226,3.18,533,459,405,388,723,810,1.207,938,43,29,241,546,6.318
273,5307812143,5314 S 364SHINGTON H,4,0.9/2018,0.9/2020,0.912,0.268,0.27,486,491,437,353,86,98,112,110,112,154,559,854,3.852
274,1023045231,29 LEABS RD LITE,5,0.7/2018,0.7/2020,0.1008,0.1638,0.12,12,11,10,8,9,11,12,13,14,15,11,145,
275,9119152078,9000 N 2 S 800HSP ST,17,0.23/2018,0.23/2020,0.4188,0.427,0.45,649,157,168,163,171,169,164,182,186,166,160,427,2.773
276,1529076016,325 FORDST BLVD,5,0.7/2018,0.7/2020,0.7493,0.28,0.42,377,350,332,287,239,163,173,171,129,178,205,317,2.821
277,9118207078,9040-42 S 800HSP ST,17,0.23/2018,0.23/2020,0.2572,0.346,0.34,100,118,115,128,107,123,144,161,120,105,109,113,1.441
278,900088051,50 HENKLOCK ST PHG LITES,5,0.7/2018,0.7/2020,0.2582,0.268,0.26,177,138,134,119,111,100,105,114,124,140,146,149,1.574
279,8029721031,9400 N 6 L.ARTLIN ST,6,0.24/2018,0.24/2020,0.3601,0.26,0.40,571,537,518,502,468,414,436,448,450,496,513,570,5.925
280,2759111023,187 LESTER HD PHG LITES,5,0.7/2018,0.7/2020,0.1648,0.0447502,0.00,2,2,2,2,2,2,2,2,2,2,2,24,
281,6332195046,1400 BATAAN OR,11,0.16/2018,0.16/2020,0.4597,1.386,0.92,1.099,915,906,795,666,557,634,704,691,899,1.123,1.261,10.250
282,3000406033,126 AGUANWUSTD BLVG LITE,5,0.7/2018,0.7/2020,0,0,0.00,587,475,449,381,358,342,359,573,612,866,843,848,6.892
283,0610057264,320 S 6 L 48TH ST,5,0.7/2018,0.7/2020,0.9284,0.678,0.74,953,963,671,635,583,546,615,594,603,615,630,670,7.978
284,2971083120,391 FORICST BLVD,5,0.7/2018,0.7/2020,0,0,0.00,322,355,199,165,158,150,151,178,189,220,215,322,2.534
285,8837591043,4714 20 S 84CHGAN AVE,5,0.7/2018,0.7/2020,0.1212,1.13,1.15,1.881,1.582,1.107,872,1.121,1.120,1.125,839,840,1.064,1.455,1.578,14.383
286,3219167051,3248 WESTERN AVE,5,0.7/2018,0.7/2020,0,0,0.00,163,159,151,132,120,129,118,140,148,169,18,1.465
287,8837712060,4820-22 S 84CHGAN AVE,5,0.7/2018,0.7/2020,0.615,0.512,0.53,4.405,4.667,3.677,3.170,1.832,776,408,419,544,2.258,3.804,4.087,29.876
288,3603018143,3220 WESTERN AVE LITE,5,0.7/2018,0.7/2020,0,0,0.00,3252,303,207,179,178,158,148,134,143,155,167,37,20,31
289,7483044021,215 E 68TH ST,11,0.15/2018,0.15/2020,0.1349,1.714,1.42,2.676,2.897,2.854,2.585,1.821,1.098,106,1.296,1.538,1.843,1.997,2.093,23.398
290,6191184012,8624AMKHD BLVD BLDG BE,5,0.7/2018,0.7/2020,0,0.00403752,0.00,2,2,2,2,2,2,2,2,2,2,2,24,
291,1843165084,211-17 S 71ST ST,11,0.17/2018,0.17/2020,5.3925,0.198,0.12,544,436,97,72,31,52,87,109,281,640,711,703,3.385
292,4073025333,23 LEABS RD,5,0.7/2018,0.7/2020,0,0.34191252,0.00,219,173,171,145,138,128,122,132,147,160,180,213,1.997
293,7428775032,211 E 21ST ST STO,13,0.17/2018,0.17/2020,0.1294,2.086,1.74,626,694,818,718,500,488,562,586,450,511,508,520,7.010
294,4535027024,116 LESTER HD,5,0.7/2018,0.7/2020,0.245,0.301,0.67,2.465,2.527,2.542,2.217,2.103,1.553,1.252,1.339,1.556,2.128,2.221,2.355,24.206
295,7428775048,213 E 71ST STO,13,0.17/2018,0.17/2020,3.6342,3.259,2.54,1.074,1.063,1.031,930,853,736,839,905,792,745,809,896,10.723
296,5575152014,345 FORICST BLVD,10,0.7/2018,0.7/2020,0.8243,0.671,1.25,598,474,433,385,465,531,342,355,141,386,730,572,5.778
297,7428777081,215 E 71ST ST,13,0.17/2018,0.17/2020,5.9551,5.091,5.14,3.319,3.591,3.629,3.090,2.862,2.199,3.145,2.210,2.008,2.128,2.164,2.652,31.788
298,5905455048,33 HENKLOTS,5,0.7/2018,0.7/2020,0.767,0.36316252,0.00,207,178,178,158,148,134,143,155,167,37,20,21,1.547
299,1299688045,753 E 70TH ST,10,0.21/2018,0.21/2020,0.7771,1.049,1.07,986,660,707,681,735,723,777,782,746,969,964,1.021,9.750
300,6191188040,90 HENKLOCK ST PHG LITES,5,0.7/2018,0.7/2020,0.7883,1.047,0.47,576,524,543,533,488,360,364,340,328,390,423,440,5.326
301,6104688055,753 E 79TH ST STE 1ST,15,0.31/2018,0.31/2020,0.7993,1.698,1.23,1.684,1.636,877,862,638,741,131,1.305,769,441,854,1.485,12.265
302,605455508,13907 S 12-APR ST HSE,11,0.15/2018,0.15/2020,0.3457,0.301,0.67,2.465,2.527,2.542,2.217,2.103,1.553,1.252,1.339,1.556,2.128,2.221,2.355,24.206
307,7684555054,1108 18 E 82ND ST,15,0.31/2018,0.31/2020,0.9029,1.894,1.55,1.839,1.878,1.758,1.436,1.066,838,786,835,921,1.294,1.682,1.949,16.282
308,1624794075,14020 S 82CHS ST BD,10,0.14/2018,0.14/2020,0.5352,0.559,0.55,769,623,694,575,501,416,414,411,361,466,588,588,588
309,8530584035,8806 S 023TTAGE GROVE AVE,17,0.23/2018,0.23/2020,0.1881,0.406,0.29,339,274,333,290,263,257,225,306,389,316,317,393,406,3.871
310,1798001031,14026 S 82CHS ST,10,0.14/2018,0.14/2020,0.9566,0.798,1.17,714,668,687,633,648,616,641,628,606,568,634,723,7.770
311,9874331039,9100 S 034JPHAN BLDG,4,17,0.23/2018,0.23/2020,0.1012,0.913,0.95,402,390,540,469,476,368,398,407,348,361,405,421,4.986
312,1708034021,14031 S 82CHS ST,10,0.14/2018,0.14/2020,0.7276,1.012,0.77,852,822,813,777,516,431,327,529,561,715,857,814,8.368
313,7684782057,7901-11 S 00380ON AVE,15,0.31/2018,0.31/2020,0.6582,0.728,0.84,1.127,1.021,1.288,1.240,1.211,950,805,731,881,788,823,1.000,11.864
314,1708270040,14125 S 82CHS ST,10,0.14/2018,0.14/2020,1.2942,1.118,1.15,907,896,846,779,637,487,542,510,487,626,664,716,8.109
315,7798039093,7953-59 S 00380ON AVE,15,0.31/2018,0.31/2020,0.4147,1.168,1.50,1.070,827,949,1.060,1.060,862,764,867,899,978,1.032,1.076,11.434
316,1708290065,14128 S 82FFRST AVE,10,0.14/2018,0.14/2020,0.7643,0.822,0.81,1.047,877,988,953,838,682,731,750,650,793,727,727,9.968
317,8020031072,7816 S 07824S,15,0.31/2018,0.31/2020,0.2972,0.579,0.60,464,544,545,456,434,350,242,238,232,323,365,389,4.572
318,7630593083,21842 JEFFPRST AVE,8,0.10/2018,0.10/2020,0.4238,0.158,0.16,312,395,345,328,214,128,156,107,250,250,256,199,256,312
319,7630593060,7917 29 S 07FFRST AVE,8,0.10/2018,0.10/2020,0.387,2.709,2.74,1.551,1.566,1.425,1.359,1.269,1.130,1.132,1.159,1.579,1.136,1.220,1.414,15.440
320,1452615049,21913 JEFFPRST AVE,8,0.10/2018,0.10/2020,0.2351,0.063,0.21,347,324,295,288,213,121,150,170,161,161,246,289,288,2.834
321,8020160031,8000-04 S 07824S,AVE H,16,0.23/2018,0.23/2020,0.2322,2.168,2.24,2.873,2.235,748,494,584,758,1.015,1.017,662,504,1.787,3.057,15.544
322,1452581057,21837 JEFFPRST AVE BD,8,0.10/2018,0.10/2020,0.4775,0.060,0.10,300,277,281,277,293,169,189,183,192,193,210,210,210,1.083
323,8020272055,8056-58 S 07824S,15,0.31/2018,0.31/2020,0.6312,0.063,0.12,300,270,251,211,244,183,188,157,172,188,221,241,236,266,237,160
324,1452838042,21832 JEFFPRST AVE,8,0.10/2018,0.10/2020,0.4238,0.212,0.06,370,342,302,310,342,303,316,243,203,217,214,195,187,221,221,3.082
325,8020424040,8100 DREXEL BD,15,0.31/2018,0.31/2020,0.7247,0.52,0.80,370,642,302,310,342,303,323,243,203,217,214,195,187,221,221,3.082
326,1452831045,217526155,448,86 S 80TH ST BD,15,0.31/2018,0.31/2020,0.4948,0.59,0.71,560,426,449,554,596,495,571,577,508,478,422,497,6.131,
327,7830010039,7949 55 S 6 LUS AVE,15,0.31/2018,0.31/2020,0.5557,0.275,0.31,2.905,512,483,420,425,455,459,285,295,260,260,3.578,4.885,15.955
328,9616119336,1735 96 T0TH ST,15,0.31/2018,0.31/2020,0.255,0.339,3.339,3.46,1.322,1.31,1.305,1.27,1.25,1.305,1.27,2.25,2.54,1.64,1.65,1.55
329,2620160031,8000-04 S 07824S,15,0.31/2018,0.31/2020,0.255,0.059,0.21,347,324,292,212,212,135,105,155,125,124,124,105,101,104,104
330,87790350546,21900 S 8244S,16,0.31/2018,0.31/2020,0.255,0.165,2.24,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
331,1452593046,21920 S 8244S,16,0.31/2018,0.31/2020,0.255,0.165,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
332,8020182035,21920 S 8244S,18,0.31/2018,0.31/2020,0.255,0.165,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
333,1452593038,21800 S 8244S,19,0.31/2018,0.31/2020,0.255,0.165,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
334,1452593038,21800 S 8244S,19,0.31/2018,0.31/2020,0.255,0.165,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
335,1452593039,21800 S 8244S,18,0.31/2018,0.31/2020,0.255,0.165,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
336,1452593040,21800 S 8244S,19,0.31/2018,0.31/2020,0.255,0.165,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
337,1788007035,21800 S 8244S,18,0.31/2018,0.31/2020,0.255,0.165,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
338,1452593050,22,0.31/2018,0.31/2020,0.255,0.165,0.16,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
339,1452593050,23,0.31/2018,0.31/2020,0.255,0.165,0.16,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
340,1452593050,24,0.31/2018,0.31/2020,0.255,0.165,0.16,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
341,1452593050,25,0.31/2018,0.31/2020,0.255,0.165,0.16,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
342,1452593050,25,0.31/2018,0.255,0.165,0.165,0.165,0.16,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
343,1452593050,26,0.31/2018,0.255,0.165,0.165,0.165,0.165,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83,2.83
344,1452593050500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
