,"costs/credits beginning June 2025. If its costs change, SmartestEnergy US LLC will have the right to change the prices for components listed in the table above, except for the “Energy” component, beginning 36 months from the execution date of this Agreement."
Start Date,"Supply shall start from first meter read date after the LDC processes your enrollment with SmartestEnergy US LLC (the “Start Date”), which is expected to be during the month of January 2025."
,SmartestEnergy US LLC shall not be held responsible for any delays in the Start Date caused by the actions or inactions of the LDC.
Term,"This Agreement will begin upon the date the parties executed this Agreement (the “Execution Date”). The Term shall be for a period of 12 months from the Start Date (“Term”). After the end of the Term, this Agreement will automatically continue at a variable rate methodology unless and until this Agreement is terminated by either party as provided in the Renewal section below."
Process Customer May Use to Rescind Agreement Without Penalty,Residential customers will receive notice confirming that they have selected SmartestEnergy US LLC as their supplier. Residential customers may terminate this Agreement within seven (7) days of receipt of such notice by contacting SmartestEnergy US LLC or their LDC.
Amount of Early Termination Fee and Method of Calculation,"An Early Termination Fee shall apply if Customer terminates this Agreement early or if SmartestEnergy US LLC terminates this Agreement for Customer non-payment. ETF shall equal the projected amount of electricity to be consumed by customer for the remainder of the Term multiplied by the difference between the contract price in effect for the remainder of the Term and the price at which SmartestEnergy US LLC can sell such electricity following the termination, or $500 per non-residential account, whichever is greater."
,"For all residential customers, the termination fee will be no greater than $100.00 if there is less than 12 months left of the Term and $200.00 if there is 12 months or more left of the Term. See Section 4 - Term."
,"If this Agreement is terminated, it may take up to two (2) billing cycles to return to LDC service or switch to another supplier."
,Agreement is based on the energy consumption used in the prior year. A deviation of 100% or more could result in additional fees for all commercial customers. See section 8 - Customer Usage Deviation.
Amount of Late Payment,"If SmartestEnergy US LLC manages billing, customer shall pay 1.5%, or the highest percentage or amount allowable by law, per month on overdue balances. If the LDC manages billing, customer shall be responsible to pay any late fees charged by the LDC on overdue balances."
Credit Support,"If this Agreement requires Customer to provide a cash deposit, letter of credit, or prepayment, the amounts and due dates of such instrument(s) shall be detailed on Attachment B. If a deposit or prepayment is required, Customer’s signature on Attachment B will indicate its authorization for SmartestEnergy US LLC to access the required funds via ACH debit payment. Any cash deposit or prepayment shall also be governed by the terms of Paragraph 23"
Renewal,"After the end of the Initial Term, this Agreement will automatically continue at a variable rate methodology unless and until this Agreement is terminated by either party."
,"Residential and Small Business Customers only: Not less than 30 days and no more than 60 days prior to the expiration of the Term, SmartestEnergy US LLC will notify Customer in writing and/or by email of the switch to variable rate methodology at which SmartestEnergy US LLC will continue to serve Customer. Customer will have 15 days from Customer’s receipt of such renewal notice to reject this offer and terminate the Agreement. If SmartestEnergy US LLC does not receive notice of Customer’s termination of this Agreement, this Agreement will continue in full force and effect until canceled by customer. See Section 4 -Term"
Guaranteed Savings,There are no guaranteed savings from the LDCrate and your rate may be higher than the LDC rate.
LDC,[Name and number of LDC] Customer’s LDC will continue to deliver the electricity supplied by SEUS and will be available to respond to outages and/or other emergencies.
