Tier 1 Allowance,215.00000,Therm
Tier 1 Usage,190.000000,Therms @ \$2.39227 \$454.53
Gas Mobile Home Park Surcharge,\$0.00000,0.00
Gas Procurement Credit ${ }^{1}$,,$-84.04$
Franchise Fee Surcharge,,0.07
Gas PPP Surcharge (\$0.11051 /Therm),,20.99
San Jose Utility Users' Tax (5.000\%),,18.52
San Jose Franchise Surcharge,,1.11
10/01/2024 - 10/21/2024,,
Tier 1 Allowance,451.50000,Therm
Tier 1 Usage,399.000000,Therms @ \$2.30397 \$919.28
Gas Mobile Home Park Surcharge,\$0.00000,0.00
Gas Procurement Credit ${ }^{1}$,,$-141.25$
Franchise Fee Surcharge,,0.36
Gas PPP Surcharge (\$0.11051 /Therm),,44.10
San Jose Utility Users' Tax (5.000\%),,38.90
San Jose Franchise Surcharge,,2.33
