Account Name,Service Address,City,State,Zip,Utility,Utility Account \#,Rate Class \#
"Pangea Ventures, LLC",8255 MARYLAND AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02555,Choice
"Pangea Ventures, LLC",221 E 68TH BLDG,CHICAGO,IL,60637,Peoples,0610877223-01668,Choice
"Pangea Ventures, LLC",7348 S KINGDR BLDG,CHICAGO,IL,60619,Peoples,0610877223-02579,Choice
"Pangea Ventures, LLC",7955 S CALLMET AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-00079,Choice
"Pangea Ventures, LLC",2605 W 62ND ST BSMT,CHICAGO,IL,60629,Peoples,0610877223-01437,Choice
"Pangea Ventures, LLC",8001 S MUSKEGON AVE BLDG,CHICAGO,IL,60617,Peoples,0602247223-00029,Choice
"Pangea Ventures, LLC",4750 S CALLME AVE BLDG,CHICAGO,IL,60615,Peoples,0610877223-02885,Choice
"Pangea Ventures, LLC",7800 S ASHLAND AVE TEMP STR2,CHICAGO,IL,60620,Peoples,0610877223-01737,Choice
"Pangea Ventures, LLC",7905 S LUELLA AVE BLDG,CHICAGO,IL,60617,Peoples,0610877223-02604,Choice
"Pangea Ventures, LLC",8000 S MARILAND BLDG,CHICAGO,IL,60619,Peoples,0613390967-00002,Choice
"Pangea Ventures, LLC",6705 S MICHIGAN BLDG,CHICAGO,IL,60637,Peoples,0610877223-02266,Choice
"Pangea Ventures, LLC",7953 S DOBSON AVE BLDG,CHICAGO,IL,60619,Peoples,0604355805-00001,Choice
"Pangea Ventures, LLC",115 E 59TH ST BLDG,CHICAGO,IL,60637,Peoples,0610877223-00545,Choice
"Pangea Ventures, LLC",10201 S ST LAWRENCE AVE BLDG,CHICAGO,IL,60628,Peoples,0610877223-00160,Choice
"Pangea Ventures, LLC",7801 S KINGSTON AVE BLDG,CHICAGO,IL,60649,Peoples,0607507982-00001,Choice
"Pangea Ventures, LLC",8514 S CRANDON AVE BLDG,CHICAGO,IL,60617,Peoples,0608299543-00034,Choice
"Pangea Ventures, LLC",345 E 72ND ST BSMT,CHICAGO,IL,60619,Peoples,0610877223-02860,Choice
"Pangea Ventures, LLC",814 W 72NDST BLDG,CHICAGO,IL,60621,Peoples,0610877223-01847,Choice
"Pangea Ventures, LLC",1514 W 77TH ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-02550,Choice
"Pangea Ventures, LLC",7656 S HERMTAGE AVE BLDG,CHICAGO,IL,60620,Peoples,0600667672-00019,Choice
"Pangea Ventures, LLC",7706 S SAGINAW BLDG,CHICAGO,IL,60649,Peoples,0610877223-02562,Choice
"Pangea Ventures, LLC",7409 S YATES AVE BLDG,CHICAGO,IL,60649,Peoples,0610877223-02566,Choice
"Pangea Ventures, LLC",715 S SAINT LOUIS AVE BLDG,CHICAGO,IL,60624,Peoples,0610877223-02738,Choice
"Pangea Ventures, LLC",3600 W FRANKLIN BLVD BLDG,CHICAGO,IL,60624,Peoples,0610877223-00593,Choice
"Pangea Ventures, LLC",7920 S EVANS AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02573,Choice
"Pangea Ventures, LLC",7800 S JEFFERY BLVD BLDG,CHICAGO,IL,60649,Peoples,0610877223-02661,Choice
"Pangea Ventures, LLC",1108 1/2 E BIND ST BSMT,CHICAGO,IL,60619,Peoples,0610877223-02976,Choice
"Pangea Ventures, LLC",4901 S DREKIL BLVD BLDG,CHICAGO,IL,60615,Peoples,0610877223-02565,Choice
"Pangea Ventures, LLC",805 E DREKEISQ BLDG,CHICAGO,IL,60615,Peoples,0610877223-02994,Choice
"Pangea Ventures, LLC",7135 S BLACISTONE AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-01475,Choice
"Pangea Ventures, LLC",5501 W LAKEBLDG,CHICAGO,IL,60644,Peoples,0610877223-02275,Choice
"Pangea Ventures, LLC",1042 N LEAMINGTON AVE BLDG,CHICAGO,IL,60651,Peoples,0610877223-02948,Choice
