Account Name,Service Address,City,State,Zip,Utility,Utility Account \#,Rate Class \#
"Pangea Ventures, LLC",2201 E 79THST BLDG,CHICAGO,IL,60617,Peoples,0610877223-02563,Choice
"Pangea Ventures, LLC",8156 S INGLISIDE BSMT,CHICAGO,IL,60619,Peoples,0607736393-00002,Choice
"Pangea Ventures, LLC",6358 S FRANCISCO AVE BLDG BLDG 1S,CHICAGO,IL,60629,Peoples,0610877223-02551,Choice
"Pangea Ventures, LLC",737 N AUSTIN BLVD BLDG,CHICAGO,IL,60644,Peoples,0610877223-02607,Choice
"Pangea Ventures, LLC",221 E 60TH BLDG,CHICAGO,IL,60637,Peoples,0610619560-00002,Choice
"Pangea Ventures, LLC",8155 S INGLISIDE AVE BSMT,CHICAGO,IL,60619,Peoples,0600691934-00002,Choice
"Pangea Ventures, LLC",7956 S JUSTINE BLDG,CHICAGO,IL,60620,Peoples,0610877223-00436,Choice
"Pangea Ventures, LLC",11145 S KING DR BLDG,CHICAGO,IL,60628,Peoples,0610877223-00068,Choice
"Pangea Ventures, LLC",2241 E 71ST ST BLDG,CHICAGO,IL,60649,Peoples,0610877223-00435,Choice
"Pangea Ventures, LLC",8001 S ELLISAVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02954,Choice
"Pangea Ventures, LLC",8515 S GREEN ST BLDG,CHICAGO,IL,60620,Peoples,0610877223-02644,Choice
"Pangea Ventures, LLC",606 E 51ST ST BLDG,CHICAGO,IL,60615,Peoples,0610877223-02216,Choice
"Pangea Ventures, LLC",8051 S INGEISIDE BLDG,CHICAGO,IL,60619,Peoples,0600667672-00009,Choice
"Pangea Ventures, LLC",400 S KILBOURN AVE BLDG,CHICAGO,IL,60624,Peoples,0600079352-00011,Choice
"Pangea Ventures, LLC",10429 S VERIION BLDG,CHICAGO,IL,60628,Peoples,0610877223-00890,Choice
"Pangea Ventures, LLC",4815 W CORTEZ ST BLDG,CHICAGO,IL,60651,Peoples,0610877223-02956,Choice
"Pangea Ventures, LLC",330 N PINE BLDG,CHICAGO,IL,60644,Peoples,0610877223-02274,Choice
"Pangea Ventures, LLC",13332 S MICHIGAN AVENUE BLDG,CHICAGO,IL,60827,Peoples,0610877223-00224,Choice
"Pangea Ventures, LLC",2845 W 77THST BLDG,CHICAGO,IL,60649,Peoples,0610877223-02934,Choice
"Pangea Ventures, LLC",1355 N HOMAN AVE,CHICAGO,IL,60651,Peoples,0610877223-02679,Choice
"Pangea Ventures, LLC",7406 S PERRY AVE BLDG,CHICAGO,IL,60621,Peoples,0609142657-00227,Choice
"Pangea Ventures, LLC",7801 S SAGINAW BLDG,CHICAGO,IL,60649,Peoples,0612424946-00001,Choice
"Pangea Ventures, LLC",7934 S WABASH AVE BLDG,CHICAGO,IL,60619,Peoples,0610877223-02567,Choice
"Pangea Ventures, LLC",10901 S VERIION AVE BLDG,CHICAGO,IL,60628,Peoples,0610877223-01665,Choice
"Pangea Ventures, LLC",6300 S ARTEIJAN AVE BLDG,CHICAGO,IL,60629,Peoples,0610877223-02569,Choice
"Pangea Ventures, LLC",842 E 82ND ST BLDG,CHICAGO,IL,60619,Peoples,0608299543-00029,Choice
"Pangea Ventures, LLC",10851 S PRAIRIE AVE BLDG,CHICAGO,IL,60637,Peoples,0610877223-02940,Choice
"Pangea Ventures, LLC",4248 W 13THST BLDG,CHICAGO,IL,60623,Peoples,0610877223-02561,Choice
"Pangea Ventures, LLC",1247 S CALIFORNIA AVE BLDG,CHICAGO,IL,60608,Peoples,0610877223-02568,Choice
"Pangea Ventures, LLC",5300 S MICHIGAN AVE BLDG,CHICAGO,IL,60615,Peoples,0610877223-02669,Choice
"Pangea Ventures, LLC",753 E 79TH ST BLDG,CHICAGO,IL,60619,Peoples,0608299543-00030,Choice
"Pangea Ventures, LLC",723 N CENTRAL AVE BLDG,CHICAGO,IL,60644,Peoples,0610877223-02958,Choice
