New England Grid Operator Cost,0.0 kW x $\$ 0.000000$,$\$ 0.00$
Off-Peak,,
State Mandated Energy Purchases,"32,800 kWh x $\$ 0.000000$",$\$ 0.00$
Peak,,
State Mandated Energy Purchases,"57,200 kWh x $\$ 0.000000$",$\$ 0.00$
Off-Peak,,
State Mandated Energy Purchases Peak,245.8 kW x $\$ 0.390000$,$\$ 95.86$
State Mandated Energy Purchases Off-Peak,0.0 kW x $\$ 0.000000$,$\$ 0.00$
Customer Produced Energy Peak,"32,800 kWh x $\$ 0.000000$",$\$ 0.00$
Customer Produced Energy Off-Peak,"57,200 kWh x $\$ 0.000000$",$\$ 0.00$
Customer Produced Energy Peak,245.8 kW x $\$ 0.210000-$,$\$ 51.62 \mathrm{cr}$
Customer Produced Energy Off-Peak,0.0 kW x $\$ 0.000000$,$\$ 0.00$
Misc. \& Other Mandates Peak,"32,800 kWh x $\$ 0.000000$",$\$ 0.00$
Misc. \& Other Mandates Off-Peak,"57,200 kWh x $\$ 0.000000$",$\$ 0.00$
Misc. \& Other Mandates Peak,245.8 kW x $\$ 0.120000$,$\$ 29.50$
Misc. \& Other Mandates Off-Peak,0.0 kW x $\$ 0.000000$,$\$ 0.00$
Subtotal Public Benefits,,"\$1,518.89"
Total Current Charges,,"\$19,338.11"
